	BM663_mouse_1_KPC_HOP_DAC	BM667_mouse_2_KPC_HOP_DAC	BM726_mouse_3_KPC_HOP_DAC	BM730_mouse_4_KPC_HOP_PBS	BM731_mouse_5_KPC_HOP_PBS	BM878_mouse_6_KPC_HOP_PBS	BM1101_mouse_7_allograft_DAC	BM1102_mouse_7_allograft_untreated	BM1103_mouse_8_allograft_DAC	BM1104_mouse_8_allograft_untreated	BM1105_mouse_9_allograft_DAC	BM1106_mouse_9_allograft_untreated	BM1107_mouse_10_allograft_DAC	BM1108_mouse_10_allograft_untreated	BM9818_mouse_11_KPC_cutltured_control	BM9819_mouse_11_KPC_cutltured_DAC_5uM	BM9820_mouse_11_KPC_cutltured_DAC_10uM
2810032G03Rik	0.193465	0.142335	0.0765872	0.406416	0.170272	0.111576	0.0	0.0800166	0.0768257	0.0	0.0	0.0397291	0.0201189	0.0167991	0.0152688	0.0	0.0158495
1700101O22Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apob	9.30116	51.3403	61.0745	1.78481	34.5205	0.92113	8.59694	11.6524	17.6536	5.8144	7.48513	11.1562	12.8346	4.91504	197.629	224.605	220.39
1110057K04Rik	18.6761	18.9599	23.6791	13.47	18.6783	20.4796	18.6488	20.6812	22.3775	19.4664	19.9679	20.7269	23.7241	22.0653	18.621	20.4697	19.6715
Gdf7	0.0171137	0.0	0.0451688	0.179742	0.0	0.0	0.0193683	0.0353612	0.0169668	0.0	0.0164922	0.0526289	0.0	0.0148375	0.0	0.0263904	0.014027
Hs1bp3	8.94021	9.756	12.3475	8.8506	11.9892	12.7955	9.34704	11.3728	8.50085	10.6544	9.96601	11.6637	11.0454	14.0083	20.9535	19.4157	19.4842
Rhob	122.785	109.72	96.768	134.386	116.397	149.044	81.6062	89.5435	55.2987	88.9208	96.502	63.5949	104.84	91.6739	49.4984	50.3358	52.5336
Slc7a15	0.12152	2.36665	0.264612	0.140017	0.218263	0.109965	0.368035	0.509439	0.313876	0.395537	0.100588	0.40567	0.202061	0.184669	0.0752675	0.167896	0.149622
Pum2	50.6641	54.6719	59.8437	44.5723	66.4019	62.04	60.7977	59.2145	63.8194	63.0782	62.2478	64.7441	63.2231	62.8313	42.366	48.3361	47.4377
Sdc1	247.251	200.277	296.638	142.054	231.603	267.499	274.847	270.921	269.55	274.943	232.973	259.1	253.165	240.92	319.782	262.697	251.883
Laptm4a	285.175	214.661	236.732	354.422	228.255	217.197	230.692	271.609	346.149	264.786	235.403	267.984	269.114	243.91	178.41	177.235	167.072
Matn3	0.0958187	0.0618475	0.262704	0.11178	0.292399	0.169918	0.0908682	0.189672	0.174346	0.210688	0.127232	0.0675128	0.152596	0.126957	0.140131	0.148313	0.121079
Wdr35	7.36	6.80447	9.72733	4.94005	7.4004	5.59544	4.57684	5.34261	6.9525	5.57069	4.25609	5.12218	5.71822	5.44211	9.03541	9.35378	8.87485
Ttc32	8.28468	7.24588	10.1926	7.14935	9.52588	8.06385	12.8775	12.1943	16.7382	12.2422	14.9522	16.3823	14.8872	10.1712	5.44526	7.57843	5.98823
1700022H16Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Osr1	11.482	6.16337	4.25908	16.1636	2.33575	3.31277	2.30951	4.16109	1.0364	2.05841	1.73115	0.756531	1.07577	1.04381	0.586371	0.810588	0.814095
Nt5c1b	0.0	0.0	0.032897	0.0	0.0	0.0	0.0	0.0	0.0123206	0.0	0.0	0.0	0.0129257	0.0	0.0	0.0	0.0306744
Rdh14	13.7911	13.9101	15.4936	17.2806	15.0012	12.6454	11.8133	13.3755	13.2647	12.7937	12.1794	13.8622	13.1668	10.4518	9.49178	10.0643	9.47112
7420701I03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcns3	2.48866	1.29728	1.56254	0.310066	0.886311	1.35565	0.136694	0.503721	0.604788	0.260504	0.21857	0.193414	0.290849	0.157147	0.0	0.0	0.0
Msgn1	0.0	0.0	0.0	0.0	0.0	0.0619982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gen1	1.55515	1.03791	2.4351	2.09689	2.03291	1.3502	1.33466	1.42026	1.73776	1.4812	2.00724	1.46558	1.98567	1.76763	1.69625	4.53406	4.63074
Smc6	15.4344	11.6662	18.4679	18.8549	18.0402	15.0973	16.3104	16.2081	17.5566	17.5636	16.9441	18.1784	17.3571	16.7024	12.9041	18.5862	17.1905
Vsnl1	0.0	0.0374373	0.0	0.0277419	0.0523697	0.0137069	0.0133843	0.012258	0.0117491	0.0227178	0.0114267	0.0	0.0123277	0.0	0.00940437	0.00918474	0.0097551
4930511A02Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121466	0.0	0.0	0.0	0.0	0.0
Rad51ap2	0.0139496	0.00731523	0.0184146	0.23596	0.0153728	0.0160789	0.0	0.0	0.00687263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tubb2a-ps2	20.1643	17.3737	25.1782	16.6426	18.1593	18.702	19.8117	17.4545	20.708	17.054	17.4493	14.0696	18.7635	14.9614	10.6781	13.3807	16.2858
Fam49a	9.13271	5.67264	2.93993	8.48076	3.41567	6.88538	3.4338	2.67062	3.88328	2.79433	3.7966	2.16301	2.5881	2.22113	0.0294455	0.0158547	0.0341708
4921511I17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0185839	0.0	0.0	0.0	0.0	0.0	0.0156135	0.0	0.0	0.0
Mycn	6.23264	11.2273	10.6463	1.21018	13.3338	8.72924	2.81319	4.92295	4.42519	5.20959	2.69595	5.23959	5.81928	6.32619	9.987	7.45586	7.32534
Ddx1	58.4298	56.2818	79.7844	68.0677	79.3767	62.7116	71.8196	73.5041	80.8139	75.7222	67.41	68.1214	73.0231	72.5375	61.6999	77.3363	76.3223
Nbas	7.20272	6.48174	7.29065	6.42839	6.62969	6.8367	3.7659	4.08873	4.31748	4.43543	3.74967	3.54679	4.46563	4.28914	5.56482	5.20059	5.02918
Fam84a	22.1051	48.4046	35.1619	8.40003	31.8516	43.0938	22.9772	13.8318	12.9413	15.0766	26.7969	17.4169	23.3478	20.3977	2.41057	3.60359	3.54499
Gm16497	0.0	0.0164612	0.0103576	0.0	0.0	0.0	0.0	0.0	0.00773553	0.0	0.0	0.0	0.0	0.0	0.00621473	0.0	0.0193321
4930448C13Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trib2	6.99949	10.6866	8.48524	9.31128	8.82176	7.38982	5.18753	3.55132	4.51456	3.32031	2.95407	2.16645	3.2379	2.8084	3.4544	2.74706	2.40582
Lpin1	5.15306	5.63647	2.88757	2.88196	3.91041	3.88699	3.04483	5.01567	2.30961	3.72052	3.47674	2.39755	3.33181	2.85105	4.01925	3.51129	3.75808
Ntsr2	0.0152646	0.0160323	0.0	0.0	0.0	0.0	0.0172435	0.0157592	0.0	0.043845	0.0	0.0156261	0.0316984	0.0264352	0.0	0.0	0.0
Greb1	0.296857	0.411033	0.510601	0.355734	0.186188	0.420514	0.0607469	0.111934	0.0643667	0.0932365	0.0470693	0.0306943	0.0647605	0.049142	0.0	0.0152041	0.0293147
E2f6	11.2863	11.11	14.9963	10.5542	15.5444	15.9606	10.3397	13.4537	12.7466	13.2402	13.7384	14.0217	16.2711	15.4264	10.0543	14.6042	15.5206
Rock2	32.4512	40.2878	47.0785	39.5724	45.2076	42.5317	49.7436	43.5407	45.8388	48.1867	50.0088	50.0146	53.4401	47.8506	46.2068	51.6713	49.3435
Pqlc3	24.8647	15.2945	16.2305	11.581	12.8478	11.9625	12.8247	13.8379	17.9415	13.2948	14.8883	14.9295	13.6096	11.2704	19.5142	22.6338	22.1335
2410004P03Rik	0.323078	0.292367	0.273644	0.0154331	0.0910244	0.165276	0.121776	0.0982445	0.205028	0.0674572	0.204458	0.146479	0.247869	0.127081	0.0734538	0.0544726	0.0564448
Kcnf1	0.199487	0.289939	0.40701	0.867313	0.409837	0.339632	1.25661	0.638667	0.852014	0.677049	2.62241	1.51032	1.24235	1.18472	0.363062	0.491773	0.629716
Pdia6	242.975	186.41	183.675	256.741	191.226	210.683	158.951	137.105	156.868	143.236	182.339	135.513	196.885	165.044	127.276	129.016	131.485
Atp6v1c2	0.0451375	0.0632076	0.158862	0.0175564	0.198761	0.0173502	0.0339868	0.273646	0.37246	0.0288086	0.0	0.0	0.0468627	0.0651337	0.0475642	0.174158	0.222081
Nol10	8.8635	9.88766	11.2516	14.3694	11.5773	11.1634	10.0069	9.74441	9.21059	9.96365	11.4321	10.2284	11.9855	11.7811	6.07178	9.91285	10.5123
Mir3066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Odc1	30.6194	31.3711	37.5643	54.0131	39.9689	22.7933	18.8289	21.0545	19.8298	20.9013	20.4801	14.7874	24.6556	23.9499	41.9024	80.6084	86.1415
Hpcal1	47.4913	59.908	57.1128	31.332	48.8515	51.4203	58.8735	61.5427	56.2132	58.9769	59.889	54.9206	54.6724	61.8452	67.1047	60.2667	58.209
5730507C01Rik	0.820593	0.593381	0.193462	0.181576	0.251609	0.325984	0.245837	0.253706	0.207372	0.263989	0.280172	0.31604	0.415869	0.327662	0.20945	0.289219	0.299698
1700030C10Rik	0.419166	0.520707	0.017841	0.063092	0.163719	0.0789093	0.152436	0.223379	0.240707	0.142539	0.143363	0.0310952	0.0438316	0.0935283	0.0436425	0.0528376	0.0891021
Asap2	11.5634	25.6224	27.692	9.3114	22.4862	19.1496	27.4271	23.9046	22.1027	26.6824	27.5082	27.5208	28.1257	30.6553	19.5662	20.1662	20.4651
Itgb1bp1	18.1413	13.8913	17.1896	26.6689	14.2622	14.4981	13.6302	16.1252	15.045	12.5545	15.2341	14.6578	15.2993	13.2758	9.40021	9.59641	10.3159
Cpsf3	24.7076	29.5824	31.1123	22.1944	33.1866	25.835	26.3546	27.681	33.0482	28.6695	26.3889	27.3741	29.2421	29.5625	29.8091	30.7408	30.591
Iah1	39.4495	40.2366	42.6754	31.2917	33.4915	32.0619	29.4757	37.6957	37.2131	32.3397	33.0931	37.5055	35.8253	40.8844	33.018	25.4967	25.22
Adam17	38.1841	27.8205	27.3931	35.2764	28.2765	31.4387	25.6142	21.9806	25.4689	22.6581	25.7466	21.071	26.9657	24.0238	29.9856	25.3227	24.0313
Ywhaq	144.833	134.042	170.673	113.503	174.358	123.701	156.037	152.955	201.887	136.584	167.906	148.754	191.444	143.215	90.5382	99.9553	96.2309
2410018L13Rik	0.629089	0.392981	0.695751	0.257937	0.224535	0.274524	0.507	0.755392	0.269685	0.488887	0.306503	0.209129	0.847936	0.456937	0.792342	1.17989	1.37982
9030624G23Rik	0.743438	0.461801	0.550244	0.451179	0.499516	0.507346	2.94804	3.22691	3.12617	3.47725	3.0986	3.30746	3.06389	2.81141	1.29818	1.37887	2.05098
Taf1b	10.7035	7.9407	13.3023	9.04631	11.1765	8.35147	13.2934	14.3732	18.3704	13.6595	11.0551	14.206	11.9787	10.6964	10.41	10.3205	10.0209
Grhl1	1.12963	1.53036	0.792976	0.550366	0.969553	1.26531	0.697239	0.568853	0.972429	0.497258	0.582421	0.291066	0.466209	0.400138	0.946555	1.4758	1.38327
Klf11	6.79236	8.52805	6.76143	10.4874	12.369	9.54492	5.91397	6.91882	5.96192	7.06595	4.47011	4.59105	4.43396	4.49045	5.33152	6.43669	6.75672
Cys1	3.26389	3.56166	5.16201	0.669298	2.16622	2.67918	2.18737	5.1174	4.15514	4.11171	1.94989	8.29306	4.2226	5.50613	10.914	5.47652	5.71953
Rrm2	10.1268	8.38136	35.9066	14.4825	22.6274	9.06307	25.6328	27.5279	27.1907	34.4098	30.5497	24.3548	24.633	27.7753	27.4144	78.0688	86.9925
Mboat2	4.68277	8.45518	12.7811	3.2179	17.5873	10.8034	15.6587	17.3222	17.6826	17.0227	13.5678	17.9256	15.1558	18.2878	21.0811	22.6347	21.919
Kidins220	24.2212	21.4927	23.8396	16.3728	22.0664	21.7176	14.6032	15.0669	15.9992	16.652	15.4382	17.1926	16.9397	17.3136	40.0309	37.5573	35.9559
Id2	95.7818	129.382	152.133	77.3007	137.926	86.5212	92.7415	82.9353	110.051	76.4338	76.6795	104.956	81.0675	63.7224	501.639	420.902	366.928
Gm17746	0.0222966	0.0937844	0.0588387	0.0260244	0.0490395	0.0257225	0.152198	0.0461608	0.0887001	0.0	0.0	0.137664	0.139279	0.0776008	0.29888	0.343144	0.529389
4930480M12Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rnf144a	3.11032	1.65975	0.983604	5.39952	1.68549	2.18832	1.12174	1.57317	0.879607	1.10943	0.803154	0.606777	0.871658	1.06178	0.00337587	0.0399194	0.0251959
Rsad2	2.43991	5.22635	2.26464	3.06252	0.939007	1.20903	2.55517	3.30889	2.19702	2.09086	1.5883	3.26389	1.16915	1.99935	0.0275594	0.125665	0.138092
Cmpk2	1.81197	6.9681	1.48465	1.61164	0.979288	1.07228	3.16542	4.37266	4.98676	4.91355	2.46282	5.96145	2.67293	3.32336	0.198009	0.327801	0.307945
Gm20187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm9866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sox11	8.42289	14.5162	2.61245	1.51505	2.90925	6.36007	3.24996	1.39433	1.95198	1.10676	2.74644	1.34548	3.17252	1.25384	5.89643	9.97562	10.3316
Dcdc2c	0.013072	0.0701544	0.0756444	0.0	0.0231738	0.0	0.00313665	0.0515553	0.0371014	0.00265709	0.0360653	0.0056828	0.0518501	0.0	0.0467254	0.0475187	0.0
Allc	0.0	0.0	0.021511	0.0	0.0179399	0.0	0.0	0.0	0.0	0.0	0.0157015	0.0	0.0	0.0	0.0	0.0	0.0133623
Colec11	1.10981	3.13373	0.0686518	0.425219	1.60295	0.339993	0.196298	0.394168	0.309498	0.282609	0.150416	0.14223	0.126135	0.180441	0.12325	0.454651	0.511649
Rps7	51.4747	54.4075	88.2073	81.1414	78.2288	63.6469	58.2935	92.8324	103.739	64.0713	73.8083	86.4953	72.9708	60.9496	39.4481	43.8538	45.0317
Rnaseh1	11.502	10.641	12.7212	8.33171	12.2516	12.3792	8.89319	9.55088	10.6046	8.93795	10.2616	10.3443	11.2516	9.55635	5.97574	7.74957	9.25493
Adi1	28.9532	43.9278	81.2641	36.1188	43.793	61.0251	53.5738	61.3522	52.6444	58.1088	59.3954	68.7337	64.3533	72.9462	64.2264	76.5324	75.6344
Ttc15	14.2583	14.411	15.5833	10.1152	14.7086	12.4594	12.5669	14.3196	13.9112	15.3798	12.0917	13.493	13.741	15.3555	19.9102	18.6457	18.7155
Tssc1	17.1208	18.8712	20.3675	12.9925	15.2582	17.7311	16.7638	16.835	17.1265	16.3731	19.0037	17.2156	20.5979	16.9235	10.7382	13.1819	13.3145
Myt1l	0.0485122	0.0361577	0.0212541	0.0187774	0.00332806	0.0185521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0107746	0.01053	0.00248143
C630031E19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pxdn	52.4412	33.2063	27.1724	79.6561	20.6394	32.3402	8.25215	7.42469	8.07973	8.32336	10.5179	3.70798	9.77295	9.26747	34.834	37.193	37.2802
Tpo	0.00673444	0.0141257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00641421	0.0	0.0	0.0	0.0	0.0	0.0104265	0.00553211
Sntg2	0.348519	0.365698	0.345026	0.508323	0.24529	0.368298	0.054376	0.129866	0.0477743	0.0831365	0.0464741	0.0296088	0.0501517	0.0334033	0.0	0.0	0.0
2310016D03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem18	13.4742	12.122	12.7545	9.4997	10.995	9.99027	8.77392	10.6658	12.5178	9.22136	10.3626	12.6356	12.4542	10.2132	7.15326	8.24731	8.45446
Fam150b	0.0318062	0.0841413	0.0437933	0.0637182	0.0366009	0.0195907	0.0544799	0.0498947	0.0	0.0465185	0.0274437	0.0	0.049612	0.0137938	0.0	0.0122812	2.07e-231
Acp1	12.3344	11.3694	6.61879	6.86456	15.765	4.41405	6.95127	7.19305	8.9153	6.73044	5.98685	6.2139	7.67478	5.6209	3.72024	4.5865	4.35162
Sh3yl1	5.32527	11.4502	9.27087	2.89555	9.17167	10.1669	6.93215	6.48808	5.65251	4.42577	5.83199	6.22554	4.95467	4.82569	13.505	14.4068	13.1378
Fam110c	14.0748	22.9134	26.3295	12.6003	22.4113	27.5081	24.6455	17.1188	13.7232	13.1792	26.8479	17.0262	22.303	17.8626	10.9799	10.0709	10.3456
Lamb1	86.3055	71.5017	73.4153	267.582	61.2089	75.1058	50.3676	34.2301	35.4822	37.2948	58.7546	21.9249	54.0079	45.6245	16.7553	28.7563	33.1612
Dld	56.0839	48.4014	66.5598	65.2908	70.4271	48.355	70.8364	65.0094	86.8998	64.5987	68.2564	76.4021	72.259	55.8243	37.6603	50.1679	46.1261
Slc26a3	0.0853157	1.14564	1.09243	0.189248	0.122199	3.0881	0.00957291	0.0	0.0	0.0	0.00818645	0.0	0.00883545	0.0	0.0	0.0	0.00700569
Cbll1	5.84821	5.97455	5.07848	3.9687	6.63004	7.2681	4.81304	4.99879	4.76129	5.09596	4.97992	5.09178	6.12069	5.85935	5.68662	7.4905	7.54588
Slc26a4	0.0143913	0.0679242	0.085489	0.0	0.031718	0.0580587	0.0322527	0.0296249	0.0780029	0.0205663	0.0	0.0439341	0.0223444	0.0433747	2.07496	1.92697	2.12775
Bcap29	18.8583	13.1092	21.9942	15.7423	17.8393	10.778	13.0575	14.6192	18.9497	14.8936	13.2487	13.6111	11.7974	10.1811	7.44473	11.0943	10.2875
Dus4l	3.1677	2.9762	3.72976	2.57656	4.37074	3.30391	4.03007	3.41687	4.28993	3.29288	3.40053	4.09741	3.69541	2.72755	1.48627	1.91833	2.25353
Cog5	13.2831	10.8371	12.6457	7.79125	11.76	10.9906	7.39868	7.36886	8.42268	7.33386	7.01826	8.27163	7.16149	6.36766	5.36389	5.70888	5.76096
Hbp1	68.4818	68.38	67.9557	61.0656	69.6221	68.9772	69.3699	64.9199	76.1788	59.4741	58.3456	61.4366	60.2263	52.7041	51.8936	51.807	46.3196
Gpr22	0.0142245	0.00994202	0.0125192	0.00553079	0.0522681	0.0109291	0.0	0.00487573	0.00933146	0.00451053	0.00454109	0.0144489	0.0	0.0	0.0	0.0110198	0.0155866
Prkar2b	9.13282	5.45996	14.1487	19.3318	8.34815	9.85229	8.33322	9.15888	10.2337	9.52615	8.99533	7.95661	10.2719	7.67448	25.5473	25.9581	24.3644
Pik3cg	11.8365	7.12388	2.86431	7.61886	3.70685	6.48025	2.64331	2.65803	2.68281	2.90273	3.1942	2.01914	2.44982	2.4187	0.190107	0.220926	0.198508
2010109K11Rik	9.62978	10.2401	7.91078	8.27761	11.3737	12.3708	7.38379	6.866	6.06399	6.6376	8.32378	6.29748	8.40534	7.03387	9.7292	12.2753	11.9257
Nampt	24.9309	28.7766	29.6156	26.9862	30.6983	20.8138	34.5024	31.3367	40.9559	30.935	28.6468	33.0322	25.5278	23.2037	52.1625	57.1187	50.9295
Gdap10	1.64664	2.72512	1.24509	0.773985	1.4973	1.86124	0.896424	0.897047	1.02455	0.891444	1.00451	1.35106	0.951787	0.619839	3.47564	3.06148	2.59955
4933406C10Rik	0.172354	0.226243	0.0947788	0.134076	0.205557	0.231871	0.129682	0.148232	0.113726	0.178672	0.0552884	0.132238	0.13417	0.0372871	0.227062	0.221718	0.235585
Sypl	29.8933	28.6251	32.7239	27.9154	33.7062	30.6417	27.8687	28.4719	30.1168	26.6185	30.09	28.6478	29.6477	27.4779	17.1269	19.9347	19.891
Cdhr3	0.00753265	0.0237031	0.0397741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0116587	0.00618675
F730043M19Rik	1.659	1.2149	0.522255	0.657135	1.13927	1.03555	0.53297	0.392826	0.391877	0.524594	0.996435	0.436242	0.774337	0.540326	1.34709	2.39572	2.77057
Atxn7l1	10.1153	8.78405	10.3215	6.07639	7.51475	10.8882	7.47716	6.18178	8.83841	7.37149	8.85659	6.66256	9.66146	9.43678	12.5817	15.7315	15.5206
Atxn7l1.1	4.11219	4.93839	3.71884	4.01146	3.44134	4.25623	2.70033	3.08164	2.6668	3.05375	2.48532	2.7543	2.64603	2.3004	4.48931	3.71549	4.19556
Efcab10	0.0	0.0	0.221565	0.0	0.0460701	0.0970302	0.048761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Twistnb	11.9701	11.2521	13.8546	14.4765	15.9008	13.2829	15.1761	14.7505	18.6109	14.8265	16.7016	16.831	16.7213	14.1233	7.59413	11.6278	10.9861
Ferd3l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Twist1	9.48466	11.0635	13.2394	21.1942	19.584	4.81296	19.7854	23.0533	25.3711	25.6722	28.6297	25.3839	37.6455	29.7674	3.53807	4.33238	5.20535
Hdac9	6.46336	7.42967	5.32482	3.16148	7.80253	7.21095	5.04296	4.73471	4.7972	4.61891	5.58768	3.11819	4.98865	5.1441	0.358753	0.236246	0.194027
Prps1l1	0.125557	0.146491	0.0920608	0.0488352	0.307186	0.209126	0.157386	0.0719782	0.082827	0.0400389	0.0939594	0.0428018	0.173733	0.0724143	0.0	0.0107695	0.0
Snx13	17.7669	18.2926	19.8244	15.1225	21.0993	18.8169	17.6618	16.6274	18.3663	17.1626	16.9891	17.528	16.9819	17.683	14.9938	15.1406	13.5543
Mir680-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ahr	19.8597	14.8613	19.293	12.7247	16.341	16.9184	16.8056	14.8571	12.006	11.8234	13.6289	15.2253	13.0991	13.6071	25.348	20.6231	19.4206
9130015A21Rik	0.320558	0.546722	0.476234	0.635414	0.785716	0.363611	1.15118	0.766837	0.558936	0.648169	0.839708	0.733434	0.553473	0.610856	0.726075	1.24372	1.14223
Agr3	0.0	0.0	0.128925	0.0	0.0	0.0	0.0374556	0.0	0.0326072	0.0630594	0.0	0.0337847	0.0340549	0.0285507	0.0	0.0	0.0266159
Agr2	141.831	172.015	58.0628	37.8338	62.5013	87.9574	585.242	504.411	876.873	564.02	506.333	458.72	294.703	298.91	0.0	0.0	0.0585798
Tspan13	28.573	26.2717	25.4984	23.1414	27.8304	27.9771	65.1197	90.0743	160.645	122.978	62.7073	110.493	82.4559	96.7468	5.87397	4.38584	4.15706
Gm5434	5.13792	4.41446	3.96431	2.91164	4.10106	4.99775	3.6201	2.59401	3.66013	2.61078	3.74778	3.32998	3.63192	3.67005	1.78945	3.55748	3.3641
Bzw2	39.0811	43.2269	55.5435	40.8531	56.9952	45.6794	59.2831	70.782	91.5514	70.8496	54.2164	62.7607	66.8062	65.0363	22.994	30.7203	31.5704
Ankmy2	13.0867	11.2069	13.4099	7.78074	12.8741	10.3974	11.1861	13.0337	16.2284	13.4328	10.412	13.6719	13.0313	12.8637	11.8347	10.1209	9.70539
1700108M19Rik	0.0433114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0421955	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sostdc1	0.0	0.809063	0.14028	0.0620091	0.570518	0.0919164	0.10485	0.0274123	0.105131	0.0381152	0.0	0.0	0.0275685	0.0114886	0.0	0.0	0.0
Ispd	1.95545	1.27446	1.27417	1.32022	1.80615	1.36205	1.43755	1.48231	1.94478	1.39623	1.10972	1.44916	1.56825	1.07565	1.88466	2.04069	2.04539
Meox2	1.9842	2.22348	0.673843	1.70808	0.753368	1.56196	0.627535	1.20068	0.922098	1.94836	0.887759	0.834663	2.31521	1.76965	0.404151	0.960804	1.0596
Agmo	3.68963	5.11839	2.549	3.34264	2.25521	3.09581	1.79487	2.11367	2.36635	1.77637	1.92939	1.69325	2.01612	1.67597	2.16412	1.52814	1.11649
Dgkb	0.0701277	0.147024	0.0565786	0.0363552	0.0171811	0.0224494	0.0130542	0.0240301	0.0153271	0.0185215	0.00372975	0.01582	0.0322208	0.00334741	0.0	0.00301924	0.00960712
4930428E07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Etv1	6.1883	1.99285	2.05032	6.82493	1.74687	3.09637	2.68172	1.3956	2.50254	1.38928	2.75219	0.776232	1.38831	1.0077	1.39059	0.913953	0.87205
Arl4a	7.21785	9.7549	11.6609	13.8604	14.1226	6.16947	11.6796	14.0025	15.1081	12.3305	10.0515	12.8683	10.7651	10.2352	3.84448	4.44789	4.1336
Scin	3.35964	2.27884	1.66409	1.4187	1.22572	1.58982	1.42122	1.76317	2.25944	1.54712	1.35825	1.44901	0.959508	1.09846	0.100249	0.218228	0.231603
Gm889	0.0	0.0424401	0.0799126	0.141362	0.0222062	0.0	0.0229173	0.0417598	0.0200511	0.0581597	0.0	0.0414811	0.104999	0.0876955	0.0	0.155464	0.198421
Ifrd1	36.6777	36.3068	53.9885	98.9992	48.6111	42.9571	51.2823	50.4989	47.4868	46.2029	48.9236	44.2473	52.0791	43.7151	23.9258	53.2757	54.2477
Mir1938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm7008	0.0932259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0969366	0.0	0.0	0.0	0.0	0.0853023	0.0	0.0	0.0
Zfp277	12.1193	10.5809	15.8656	10.2258	14.9792	12.3202	14.1666	14.5822	17.8727	13.3465	13.7325	14.6925	14.8533	12.8552	10.1839	10.0285	9.48081
Dock4	8.65395	13.0683	12.7157	8.24077	7.81307	8.88598	8.6985	8.22103	10.4033	9.78671	8.71408	10.5066	10.8092	10.3465	6.2976	4.58185	4.15221
Immp2l	2.79438	2.90777	4.90341	3.87504	7.04942	2.75843	4.64237	8.50389	9.9589	7.92608	4.45875	11.0292	6.62637	6.09417	11.3883	7.35591	5.43136
Lrrn3	0.424049	0.255181	0.165181	6.64977	0.0842694	0.128203	0.0778785	0.24325	0.527426	0.125817	0.0799819	0.381929	0.179872	0.101749	0.0220301	0.0215236	0.00571026
Dnajb9	35.1834	38.1702	39.5124	50.1	38.7986	52.5363	41.6117	35.4663	34.5366	31.9572	51.1549	45.7477	43.9299	43.0062	27.8277	31.7604	29.2734
Gm2027	0.932474	0.708495	1.12432	1.02783	1.39162	1.04942	1.21783	1.32257	1.18674	1.32218	1.50679	1.34501	1.36805	1.68198	1.22723	1.44901	1.68857
Pnpla8	22.2522	17.3952	20.6257	23.5659	21.441	20.0074	19.8629	18.3089	22.5193	18.0632	21.633	20.0972	22.3771	18.3557	14.8759	16.5562	14.8094
