hsa	bta
hsa0000013772	bta0000035631
hsa0000013773	bta0000035632
hsa0000013780	bta0000035636
hsa0000013782	bta0000035639
hsa0000013782	bta0000035638
hsa0000013784	bta0000035641
hsa0000013787	bta0000138038
hsa0000013788	bta0000138038
hsa0000013793	bta0000032435
hsa0000013798	bta0000032439
hsa0000013799	bta0000032440
hsa0000013803	bta0000032444
hsa0000013805	bta0000032446
hsa0000013806	bta0000032447
hsa0000013808	bta0000032449
hsa0000013809	bta0000032450
hsa0000013810	bta0000032451
hsa0000013814	bta0000032455
hsa0000013815	bta0000032456
hsa0000013819	bta0000032459
hsa0000013822	bta0000032462
hsa0000013823	bta0000032463
hsa0000013824	bta0000032464
hsa0000013825	bta0000027211
hsa0000013826	bta0000027212
hsa0000013828	bta0000027214
hsa0000013829	bta0000027215
hsa0000013830	bta0000027216
hsa0000013831	bta0000027217
hsa0000013832	bta0000027218
hsa0000013833	bta0000027220
hsa0000013852	bta0000140820
hsa0000013854	bta0000140821
hsa0000013855	bta0000140821
hsa0000013862	bta0000140824
hsa0000013868	bta0000140827
hsa0000013872	bta0000140831
hsa0000013904	bta0000141126
hsa0000013906	bta0000141128
hsa0000013907	bta0000141129
hsa0000013911	bta0000141132
hsa0000013917	bta0000141139
hsa0000013918	bta0000039256
hsa0000013920	bta0000039257
hsa0000013921	bta0000039257
hsa0000013922	bta0000039258
hsa0000013925	bta0000039260
hsa0000013926	bta0000039261
hsa0000013927	bta0000039262
hsa0000013928	bta0000039263
hsa0000013929	bta0000039264
hsa0000013930	bta0000039265
hsa0000013932	bta0000039266
hsa0000013933	bta0000039266
hsa0000013934	bta0000039267
hsa0000013936	bta0000039244
hsa0000013937	bta0000039245
hsa0000013938	bta0000039246
hsa0000013939	bta0000039247
hsa0000013940	bta0000039248
hsa0000013942	bta0000039249
hsa0000013943	bta0000039250
hsa0000013945	bta0000039252
hsa0000013946	bta0000039253
hsa0000013947	bta0000039254
hsa0000013973	bta0000023323
hsa0000013974	bta0000023324
hsa0000014006	bta0000024232
hsa0000014008	bta0000024235
hsa0000014014	bta0000024205
hsa0000014018	bta0000021633
hsa0000014020	bta0000021634
hsa0000014022	bta0000021636
hsa0000014023	bta0000021637
hsa0000014024	bta0000021639
hsa0000014028	bta0000021529
hsa0000014031	bta0000021533
hsa0000014032	bta0000021534
hsa0000014038	bta0000021539
hsa0000014044	bta0000021545
hsa0000014048	bta0000021549
hsa0000014055	bta0000021557
hsa0000014056	bta0000021558
hsa0000014066	bta0000021568
hsa0000014075	bta0000021575
hsa0000014076	bta0000021576
hsa0000014089	bta0000021589
hsa0000014094	bta0000021594
hsa0000014095	bta0000021595
hsa0000014096	bta0000021596
hsa0000014098	bta0000021598
hsa0000014105	bta0000029828
hsa0000014108	bta0000029831
hsa0000014110	bta0000029833
hsa0000014112	bta0000029835
hsa0000014113	bta0000029836
hsa0000014115	bta0000082271
hsa0000014117	bta0000032775
hsa0000014122	bta0000029953
hsa0000014123	bta0000029954
hsa0000014124	bta0000029955
hsa0000014125	bta0000029956
hsa0000014126	bta0000029957
hsa0000014127	bta0000029958
hsa0000014128	bta0000029959
hsa0000014129	bta0000029960
hsa0000014130	bta0000029961
hsa0000014131	bta0000029962
hsa0000014132	bta0000029964
hsa0000014134	bta0000029966
hsa0000014135	bta0000029967
hsa0000014138	bta0000029971
hsa0000014139	bta0000029972
hsa0000014140	bta0000029973
hsa0000014141	bta0000029974
hsa0000014142	bta0000029975
hsa0000014143	bta0000029976
hsa0000014145	bta0000032773
hsa0000014146	bta0000032778
hsa0000014153	bta0000032042
hsa0000014158	bta0000032045
hsa0000014159	bta0000032046
hsa0000014161	bta0000032049
hsa0000014161	bta0000032048
hsa0000014162	bta0000032050
hsa0000014163	bta0000032775
hsa0000014196	bta0000140230
hsa0000014200	bta0000082273
hsa0000014201	bta0000028645
hsa0000014202	bta0000028647
hsa0000014203	bta0000028648
hsa0000014206	bta0000028650
hsa0000014207	bta0000028651
hsa0000014209	bta0000028652
hsa0000014210	bta0000028653
hsa0000014211	bta0000028654
hsa0000014212	bta0000028655
hsa0000014213	bta0000028656
hsa0000014214	bta0000028657
hsa0000014215	bta0000028658
hsa0000014216	bta0000028659
hsa0000014217	bta0000028660
hsa0000014218	bta0000028661
hsa0000014219	bta0000028662
hsa0000014221	bta0000028663
hsa0000014223	bta0000028665
hsa0000014224	bta0000028666
hsa0000014225	bta0000028667
hsa0000014226	bta0000028669
hsa0000014226	bta0000028668
hsa0000014229	bta0000028672
hsa0000014232	bta0000028674
hsa0000014234	bta0000028676
hsa0000014243	bta0000016672
hsa0000014244	bta0000016673
hsa0000014248	bta0000016677
hsa0000014275	bta0000022808
hsa0000014276	bta0000022809
hsa0000014279	bta0000022811
hsa0000014281	bta0000022814
hsa0000014289	bta0000022820
hsa0000014291	bta0000035899
hsa0000014292	bta0000035900
hsa0000014293	bta0000035901
hsa0000014294	bta0000035902
hsa0000014295	bta0000035903
hsa0000014296	bta0000035904
hsa0000014299	bta0000035907
hsa0000014301	bta0000035908
hsa0000014303	bta0000035910
hsa0000014305	bta0000035912
hsa0000014306	bta0000035898
hsa0000014314	bta0000035863
hsa0000014347	bta0000137141
hsa0000014352	bta0000137136
hsa0000014356	bta0000137138
hsa0000014361	bta0000137061
hsa0000014368	bta0000137068
hsa0000014375	bta0000137075
hsa0000014432	bta0000030541
hsa0000014433	bta0000030542
hsa0000014434	bta0000030543
hsa0000014435	bta0000030544
hsa0000014436	bta0000030545
hsa0000014437	bta0000030546
hsa0000014438	bta0000030547
hsa0000014493	bta0000022991
hsa0000014494	bta0000022991
hsa0000014496	bta0000022992
hsa0000014498	bta0000022993
hsa0000014499	bta0000022994
hsa0000014500	bta0000022995
hsa0000014508	bta0000031342
hsa0000014513	bta0000031345
hsa0000014565	bta0000143062
hsa0000014566	bta0000143063
hsa0000014567	bta0000143064
hsa0000014568	bta0000143065
hsa0000014569	bta0000143066
hsa0000014570	bta0000143067
hsa0000014576	bta0000143073
hsa0000014577	bta0000143074
hsa0000014578	bta0000143075
hsa0000014579	bta0000143076
hsa0000014580	bta0000143077
hsa0000014582	bta0000143079
hsa0000014584	bta0000143081
hsa0000014586	bta0000143083
hsa0000014588	bta0000143085
hsa0000014589	bta0000143086
hsa0000014590	bta0000143087
hsa0000014598	bta0000143093
hsa0000014599	bta0000143094
hsa0000014602	bta0000143095
hsa0000014605	bta0000143098
hsa0000014607	bta0000143100
hsa0000014609	bta0000143102
hsa0000014618	bta0000143110
hsa0000014625	bta0000143117
hsa0000014630	bta0000143122
hsa0000014681	bta0000030395
hsa0000014682	bta0000030396
hsa0000014690	bta0000037099
hsa0000014693	bta0000037100
hsa0000014695	bta0000037102
hsa0000014696	bta0000037102
hsa0000014699	bta0000037105
hsa0000014701	bta0000037107
hsa0000014705	bta0000037109
hsa0000014708	bta0000037112
hsa0000014709	bta0000037113
hsa0000014710	bta0000037114
hsa0000014711	bta0000037115
hsa0000014712	bta0000037116
hsa0000014714	bta0000037117
hsa0000014716	bta0000037119
hsa0000014717	bta0000037120
hsa0000014719	bta0000037122
hsa0000014720	bta0000037123
hsa0000014724	bta0000037125
hsa0000014730	bta0000037130
hsa0000014731	bta0000037131
hsa0000014732	bta0000037132
hsa0000014734	bta0000037134
hsa0000014737	bta0000037136
hsa0000014745	bta0000037143
hsa0000014747	bta0000037145
hsa0000014749	bta0000037147
hsa0000014753	bta0000037150
hsa0000014755	bta0000037152
hsa0000014756	bta0000037153
hsa0000014758	bta0000037155
hsa0000014759	bta0000037156
hsa0000014760	bta0000037157
hsa0000014762	bta0000037159
hsa0000014763	bta0000037160
hsa0000014764	bta0000037161
hsa0000014769	bta0000037163
hsa0000014770	bta0000037164
hsa0000014771	bta0000037165
hsa0000014773	bta0000037166
hsa0000014774	bta0000037167
hsa0000014775	bta0000037168
hsa0000014776	bta0000037169
hsa0000014777	bta0000037170
hsa0000014778	bta0000037171
hsa0000014780	bta0000037173
hsa0000014783	bta0000037176
hsa0000014784	bta0000037177
hsa0000014786	bta0000037179
hsa0000014787	bta0000037180
hsa0000014788	bta0000037181
hsa0000014789	bta0000037182
hsa0000014791	bta0000037184
hsa0000014792	bta0000037185
hsa0000014793	bta0000037186
hsa0000014794	bta0000037187
hsa0000014795	bta0000037188
hsa0000014806	bta0000037196
hsa0000014810	bta0000037198
hsa0000014813	bta0000037201
hsa0000014814	bta0000037202
hsa0000014815	bta0000037202
hsa0000014816	bta0000037203
hsa0000014818	bta0000037205
hsa0000014823	bta0000032433
hsa0000014824	bta0000032424
hsa0000014826	bta0000032426
hsa0000014827	bta0000032427
hsa0000014828	bta0000032427
hsa0000014829	bta0000032428
hsa0000014830	bta0000032429
hsa0000014831	bta0000032430
hsa0000014832	bta0000032431
hsa0000014845	bta0000034646
hsa0000014845	bta0000034645
hsa0000014846	bta0000034647
hsa0000014850	bta0000034651
hsa0000014853	bta0000034615
hsa0000014854	bta0000034616
hsa0000014889	bta0000034619
hsa0000014895	bta0000034623
hsa0000014896	bta0000034624
hsa0000014899	bta0000034627
hsa0000014900	bta0000034629
hsa0000014901	bta0000034629
hsa0000014905	bta0000034632
hsa0000014906	bta0000034634
hsa0000014908	bta0000034636
hsa0000014911	bta0000034638
hsa0000014915	bta0000034639
hsa0000014916	bta0000034640
hsa0000014918	bta0000034641
hsa0000014931	bta0000143317
hsa0000014932	bta0000143318
hsa0000014933	bta0000143320
hsa0000014937	bta0000142999
hsa0000014939	bta0000143001
hsa0000014940	bta0000143002
hsa0000014942	bta0000143003
hsa0000014943	bta0000143004
hsa0000014972	bta0000031667
hsa0000014973	bta0000031668
hsa0000014976	bta0000031672
hsa0000014976	bta0000031671
hsa0000014977	bta0000031672
hsa0000014978	bta0000031673
hsa0000014979	bta0000142099
hsa0000014980	bta0000142100
hsa0000014982	bta0000142103
hsa0000014990	bta0000039004
hsa0000014991	bta0000039006
hsa0000014993	bta0000039008
hsa0000014994	bta0000039009
hsa0000014995	bta0000039010
hsa0000014996	bta0000039011
hsa0000014997	bta0000039012
hsa0000014998	bta0000039013
hsa0000014999	bta0000039014
hsa0000015000	bta0000039015
hsa0000015002	bta0000039017
hsa0000015005	bta0000039020
hsa0000015006	bta0000039021
hsa0000015007	bta0000039022
hsa0000015009	bta0000039025
hsa0000015011	bta0000039028
hsa0000015012	bta0000039029
hsa0000015013	bta0000039030
hsa0000015014	bta0000039031
hsa0000015015	bta0000039032
hsa0000015018	bta0000039035
hsa0000015021	bta0000039038
hsa0000015022	bta0000039040
hsa0000015026	bta0000034347
hsa0000015028	bta0000034347
hsa0000015030	bta0000034348
hsa0000015037	bta0000033633
hsa0000015040	bta0000033634
hsa0000015042	bta0000033635
hsa0000015044	bta0000033636
hsa0000015045	bta0000033637
hsa0000015047	bta0000033639
hsa0000015048	bta0000033640
hsa0000015051	bta0000033641
hsa0000015053	bta0000033642
hsa0000015054	bta0000033642
hsa0000015056	bta0000033643
hsa0000015057	bta0000033644
hsa0000015058	bta0000033645
hsa0000015060	bta0000033646
hsa0000015062	bta0000033647
hsa0000015065	bta0000033648
hsa0000015066	bta0000033649
hsa0000015068	bta0000033650
hsa0000015069	bta0000033651
hsa0000015070	bta0000137888
hsa0000015071	bta0000137889
hsa0000015077	bta0000137891
hsa0000015079	bta0000137885
hsa0000015080	bta0000137886
hsa0000015081	bta0000137887
hsa0000015084	bta0000136516
hsa0000015086	bta0000136518
hsa0000015093	bta0000136525
hsa0000015094	bta0000136526
hsa0000015100	bta0000136511
hsa0000015104	bta0000136514
hsa0000015108	bta0000136500
hsa0000015111	bta0000136502
hsa0000015125	bta0000140637
hsa0000015127	bta0000140639
hsa0000015130	bta0000140647
hsa0000015133	bta0000140650
hsa0000015135	bta0000140652
hsa0000015136	bta0000140653
hsa0000015136	bta0000140654
hsa0000015140	bta0000140886
hsa0000015147	bta0000140892
hsa0000015149	bta0000023922
hsa0000015154	bta0000023928
hsa0000015159	bta0000023933
hsa0000015164	bta0000023938
hsa0000015166	bta0000023940
hsa0000015167	bta0000023941
hsa0000015168	bta0000023942
hsa0000015169	bta0000023943
hsa0000015171	bta0000023945
hsa0000015172	bta0000023946
hsa0000015173	bta0000023947
hsa0000015180	bta0000023953
hsa0000015182	bta0000023955
hsa0000015183	bta0000023956
hsa0000015186	bta0000023959
hsa0000015187	bta0000023960
hsa0000015188	bta0000023961
hsa0000015190	bta0000023963
hsa0000015191	bta0000023964
hsa0000015194	bta0000023967
hsa0000015195	bta0000023968
hsa0000015196	bta0000023969
hsa0000015197	bta0000023970
hsa0000015201	bta0000023972
hsa0000015202	bta0000023973
hsa0000015203	bta0000023974
hsa0000015204	bta0000023975
hsa0000015207	bta0000023978
hsa0000015208	bta0000023979
hsa0000015209	bta0000023980
hsa0000015210	bta0000023981
hsa0000015211	bta0000023982
hsa0000015216	bta0000023987
hsa0000015217	bta0000023988
hsa0000015218	bta0000023989
hsa0000015225	bta0000023994
hsa0000015227	bta0000023996
hsa0000015229	bta0000023997
hsa0000015234	bta0000024001
hsa0000015235	bta0000024002
hsa0000015236	bta0000024003
hsa0000015240	bta0000024007
hsa0000015241	bta0000024008
hsa0000015243	bta0000024010
hsa0000015245	bta0000024011
hsa0000015246	bta0000024012
hsa0000015247	bta0000024013
hsa0000015249	bta0000024015
hsa0000015250	bta0000024016
hsa0000015252	bta0000024018
hsa0000015254	bta0000024020
hsa0000015256	bta0000024022
hsa0000015258	bta0000024024
hsa0000015259	bta0000024025
hsa0000015261	bta0000024026
hsa0000015263	bta0000024028
hsa0000015264	bta0000024029
hsa0000015275	bta0000023875
hsa0000015276	bta0000023877
hsa0000015279	bta0000023880
hsa0000015317	bta0000140607
hsa0000015320	bta0000140611
hsa0000015322	bta0000140612
hsa0000015323	bta0000140613
hsa0000015324	bta0000140614
hsa0000015331	bta0000140619
hsa0000015332	bta0000140619
hsa0000015335	bta0000140620
hsa0000015336	bta0000140621
hsa0000015337	bta0000140622
hsa0000015340	bta0000140623
hsa0000015340	bta0000140624
hsa0000015343	bta0000140627
hsa0000015346	bta0000140630
hsa0000015347	bta0000140631
hsa0000015352	bta0000140635
hsa0000015354	bta0000038325
hsa0000015355	bta0000038325
hsa0000015356	bta0000038326
hsa0000015357	bta0000038326
hsa0000015362	bta0000038328
hsa0000015363	bta0000038329
hsa0000015364	bta0000038330
hsa0000015365	bta0000038331
hsa0000015367	bta0000038332
hsa0000015371	bta0000038335
hsa0000015372	bta0000038335
hsa0000015374	bta0000038336
hsa0000015376	bta0000038338
hsa0000015377	bta0000038339
hsa0000015379	bta0000038341
hsa0000015380	bta0000038342
hsa0000015381	bta0000038343
hsa0000015383	bta0000038344
hsa0000015386	bta0000137859
hsa0000015394	bta0000137864
hsa0000015395	bta0000137865
hsa0000015410	bta0000141322
hsa0000015413	bta0000141323
hsa0000015415	bta0000141325
hsa0000015417	bta0000141326
hsa0000015445	bta0000023884
hsa0000015447	bta0000023885
hsa0000015448	bta0000023885
hsa0000015454	bta0000023889
hsa0000015466	bta0000023900
hsa0000015467	bta0000023901
hsa0000015472	bta0000023905
hsa0000015473	bta0000023906
hsa0000015483	bta0000034167
hsa0000015488	bta0000034400
hsa0000015490	bta0000034402
hsa0000015492	bta0000139616
hsa0000015493	bta0000139617
hsa0000015494	bta0000139618
hsa0000015494	bta0000139617
hsa0000015495	bta0000139619
hsa0000015498	bta0000139645
hsa0000015500	bta0000139189
hsa0000015501	bta0000139190
hsa0000015503	bta0000139191
hsa0000015506	bta0000139192
hsa0000015507	bta0000139193
hsa0000015509	bta0000139194
hsa0000015510	bta0000139195
hsa0000015511	bta0000139196
hsa0000015512	bta0000139197
hsa0000015513	bta0000139198
hsa0000015516	bta0000139201
hsa0000015517	bta0000139202
hsa0000015518	bta0000139203
hsa0000015519	bta0000139204
hsa0000015520	bta0000139205
hsa0000015522	bta0000139206
hsa0000015523	bta0000139207
hsa0000015524	bta0000139208
hsa0000015526	bta0000139210
hsa0000015527	bta0000139211
hsa0000015528	bta0000139212
hsa0000015552	bta0000030740
hsa0000015559	bta0000030743
hsa0000015560	bta0000030743
hsa0000015561	bta0000030743
hsa0000015561	bta0000030744
hsa0000015562	bta0000030744
hsa0000015566	bta0000030745
hsa0000015570	bta0000030747
hsa0000015571	bta0000030748
hsa0000015573	bta0000030751
hsa0000015589	bta0000138360
hsa0000015601	bta0000138363
hsa0000015602	bta0000138363
hsa0000015603	bta0000138364
hsa0000015604	bta0000138364
hsa0000015605	bta0000138365
hsa0000015608	bta0000138368
hsa0000015609	bta0000138369
hsa0000015614	bta0000032465
hsa0000015615	bta0000032466
hsa0000015616	bta0000032467
hsa0000015617	bta0000032468
hsa0000015620	bta0000032471
hsa0000015621	bta0000032472
hsa0000015622	bta0000032473
hsa0000015650	bta0000037910
hsa0000015652	bta0000037911
hsa0000015659	bta0000037916
hsa0000015660	bta0000037917
hsa0000015664	bta0000036020
hsa0000015667	bta0000036027
hsa0000015668	bta0000036028
hsa0000015669	bta0000036028
hsa0000015670	bta0000036029
hsa0000015675	bta0000036034
hsa0000015676	bta0000036035
hsa0000015683	bta0000036063
hsa0000015685	bta0000140847
hsa0000015692	bta0000140854
hsa0000015693	bta0000140855
hsa0000015695	bta0000140856
hsa0000015697	bta0000140858
hsa0000015698	bta0000140859
hsa0000015700	bta0000140861
hsa0000015701	bta0000140862
hsa0000015706	bta0000140867
hsa0000015707	bta0000140868
hsa0000015710	bta0000140871
hsa0000015711	bta0000140872
hsa0000015712	bta0000140873
hsa0000015713	bta0000140874
hsa0000015714	bta0000140875
hsa0000015718	bta0000140879
hsa0000015719	bta0000140880
hsa0000015720	bta0000140881
hsa0000015721	bta0000140883
hsa0000015722	bta0000037903
hsa0000015723	bta0000037905
hsa0000015725	bta0000037907
hsa0000015727	bta0000037909
hsa0000015728	bta0000037909
hsa0000015729	bta0000037930
hsa0000015730	bta0000037931
hsa0000015733	bta0000037934
hsa0000015734	bta0000037935
hsa0000015735	bta0000037936
hsa0000015737	bta0000037938
hsa0000015738	bta0000037939
hsa0000015739	bta0000037940
hsa0000015740	bta0000037941
hsa0000015742	bta0000037943
hsa0000015746	bta0000037948
hsa0000015794	bta0000030611
hsa0000015796	bta0000030613
hsa0000015797	bta0000030604
hsa0000015798	bta0000030605
hsa0000015799	bta0000030606
hsa0000015800	bta0000030607
hsa0000015801	bta0000030608
hsa0000015802	bta0000030609
hsa0000015812	bta0000143251
hsa0000015813	bta0000143253
hsa0000015817	bta0000143256
hsa0000015818	bta0000143257
hsa0000015820	bta0000143258
hsa0000015823	bta0000029211
hsa0000015825	bta0000029214
hsa0000015827	bta0000029215
hsa0000015829	bta0000029216
hsa0000015831	bta0000029217
hsa0000015832	bta0000029217
hsa0000015833	bta0000029218
hsa0000015834	bta0000029218
hsa0000015836	bta0000029219
hsa0000015837	bta0000029219
hsa0000015847	bta0000027759
hsa0000015848	bta0000027759
hsa0000015855	bta0000027763
hsa0000015857	bta0000027765
hsa0000015858	bta0000027766
hsa0000015859	bta0000027767
hsa0000015860	bta0000027768
hsa0000015862	bta0000027770
hsa0000015863	bta0000027771
hsa0000015864	bta0000027772
hsa0000015865	bta0000027773
hsa0000015869	bta0000027776
hsa0000015870	bta0000027777
hsa0000015871	bta0000027778
hsa0000015880	bta0000027820
hsa0000015886	bta0000081560
hsa0000015916	bta0000138263
hsa0000015918	bta0000138266
hsa0000015919	bta0000138269
hsa0000015957	bta0000022133
hsa0000015960	bta0000022134
hsa0000015961	bta0000137876
hsa0000015962	bta0000137876
hsa0000015963	bta0000137876
hsa0000015964	bta0000137877
hsa0000015981	bta0000030447
hsa0000015984	bta0000030476
hsa0000015988	bta0000030477
hsa0000015990	bta0000030478
hsa0000015992	bta0000030481
hsa0000015993	bta0000030481
hsa0000015994	bta0000030482
hsa0000015997	bta0000030484
hsa0000015999	bta0000030486
hsa0000016000	bta0000030487
hsa0000016049	bta0000022878
hsa0000016050	bta0000022879
hsa0000016058	bta0000022884
hsa0000016061	bta0000034484
hsa0000016062	bta0000034485
hsa0000016083	bta0000214821
hsa0000016084	bta0000214822
hsa0000016085	bta0000214822
hsa0000016087	bta0000214823
