mouse_exon1	mouse_exon2	human_exon1	human_exon2	human_coord1	human_coord2	identity1	identity2	avg_identity
chr10:41362368:41362467:1	chr12:3302612:3302713:-1	ENSE00003629445	ENSE00003661721	chr6:109444896:109444995:-1	chr2:26127850:26127951:1	0.84	0.97	0.905
chr10:41362368:41362467:1	chr12:3303269:3303358:-1	ENSE00003629445	ENSE00003603322	chr6:109444896:109444995:-1	chr2:26127144:26127233:1	0.84	0.94	0.8899999999999999
chr10:41362368:41362467:1	chr12:3306867:3307005:-1	ENSE00003629445	ENSE00003465594	chr6:109444896:109444995:-1	chr2:26109768:26109906:1	0.84	0.94	0.8899999999999999
chrX:47797767:47797950:1	chr9:46202993:46203131:1	ENSE00001253831	ENSE00000930680	chrX:130411348:130411525:1	chr11:116758269:116758407:-1	0.8	0.83	0.815
chrX:47797767:47797950:1	chr9:46203746:46203827:1	ENSE00001253831	ENSE00003467669	chrX:130411348:130411525:1	chr11:116757146:116757227:-1	0.8	0.87	0.835
chrX:47797767:47797950:1	chr9:46203364:46203548:1	ENSE00001253831	ENSE00000930681	chrX:130411348:130411525:1	chr11:116757766:116757950:-1	0.8	0.9	0.8500000000000001
chr4:44131544:44131643:-1	chr18:35933163:35933268:1	ENSE00001694763	ENSE00003551948	chr9:36342325:36342424:-1	chr5:139614861:139614966:1	0.97	0.98	0.975
chr4:44131544:44131643:-1	chr18:35926518:35926581:1	ENSE00001694763	ENSE00003547850	chr9:36342325:36342424:-1	chr5:139600372:139600435:1	0.97	0.92	0.9450000000000001
chr4:44131544:44131643:-1	chr18:35933005:35933082:1	ENSE00001694763	ENSE00003504948	chr9:36342325:36342424:-1	chr5:139614697:139614774:1	0.97	0.97	0.97
chr9:20833590:20833777:-1	chr11:29496703:29496788:-1	ENSE00003615043	ENSE00003602280	chr19:10154586:10154773:-1	chr2:55234119:55234204:1	0.8	0.94	0.87
chr9:20833590:20833777:-1	chr11:29496291:29496422:-1	ENSE00003615043	ENSE00001035837	chr19:10154586:10154773:-1	chr2:55234831:55234962:1	0.8	0.92	0.8600000000000001
chr10:121387392:121387498:-1	chr2:5057799:5058001:-1	ENSE00001306014	ENSE00000837368	chr12:64497648:64497754:1	chr10:13110274:13110476:1	0.81	0.85	0.8300000000000001
chr10:121387392:121387498:-1		ENSE00001306014	ENSE00003784409	chr12:64497648:64497754:1	chr3:28332369:28332427:-1	0.81	0.0	0.405
chr9:44542680:44542743:1	chr8:96471191:96471268:-1	ENSE00003678398	ENSE00001663046	chr11:118756260:118756323:-1	chr16:58546672:58546749:-1	0.98	0.95	0.965
chr9:44542680:44542743:1	chr8:96473601:96473780:-1	ENSE00003678398	ENSE00001634833	chr11:118756260:118756323:-1	chr16:58549719:58549898:-1	0.98	0.94	0.96
chr9:44542680:44542743:1	chr8:96472203:96472319:-1	ENSE00003678398	ENSE00001675588	chr11:118756260:118756323:-1	chr16:58547566:58547682:-1	0.98	0.95	0.965
chr9:44542680:44542743:1	chr8:96470841:96471018:-1	ENSE00003678398	ENSE00001654150	chr11:118756260:118756323:-1	chr16:58546321:58546498:-1	0.98	0.91	0.9450000000000001
chr9:44542680:44542743:1	chr8:96474887:96475027:-1	ENSE00003678398	ENSE00003512089	chr11:118756260:118756323:-1	chr16:58551132:58551272:-1	0.98	0.93	0.9550000000000001
chr1:128261218:128261393:-1	chr8:123298435:123298587:1	ENSE00000964124	ENSE00001177051	chr2:135844545:135844684:-1	chr16:88807051:88807203:1	0.71	0.8	0.755
chr1:128261218:128261393:-1	chr8:123298676:123298877:1	ENSE00000964124	ENSE00001177046	chr2:135844545:135844684:-1	chr16:88807281:88807482:1	0.71	0.8	0.755
chr17:80715675:80715791:-1	chr6:145177821:145177980:-1	ENSE00000748064	ENSE00001644818	chr2:38996922:38997038:-1	chr12:25225614:25225773:-1	0.91	0.91	0.91
chr17:80715675:80715791:-1	chr6:145179974:145180152:-1	ENSE00000748064	ENSE00001719809	chr2:38996922:38997038:-1	chr12:25227234:25227412:-1	0.91	0.98	0.9450000000000001
chr17:80722372:80722534:-1	chr6:145177821:145177980:-1	ENSE00000748070	ENSE00001644818	chr2:39007031:39007193:-1	chr12:25225614:25225773:-1	0.93	0.91	0.92
chr17:80722372:80722534:-1	chr6:145179974:145180152:-1	ENSE00000748070	ENSE00001719809	chr2:39007031:39007193:-1	chr12:25227234:25227412:-1	0.93	0.98	0.9550000000000001
chr3:136503487:136503687:1	chr11:6368226:6368314:1	ENSE00003530483	ENSE00003540397	chr4:101195916:101196116:-1	chr7:44799392:44799480:1	0.91	0.92	0.915
chr17:80715997:80716169:-1	chr6:145177821:145177980:-1	ENSE00000748066	ENSE00001644818	chr2:38997253:38997425:-1	chr12:25225614:25225773:-1	0.83	0.91	0.87
chr17:80715997:80716169:-1	chr6:145179974:145180152:-1	ENSE00000748066	ENSE00001719809	chr2:38997253:38997425:-1	chr12:25227234:25227412:-1	0.83	0.98	0.905
chr11:52133414:52133487:1		ENSE00003524683	ENSE00003664662	chr5:134167170:134167243:-1	chr1:75787497:75787604:1	0.91	0.0	0.455
chr11:52127664:52127760:1		ENSE00003597727	ENSE00003664662	chr5:134173926:134174022:-1	chr1:75787497:75787604:1	0.94	0.0	0.47
chr11:120700630:120700875:-1	chr9:4308694:4308919:-1	ENSE00002531041	ENSE00003645123	chr17:82081601:82081843:-1	chr11:106079467:106079692:1	0.83	0.89	0.86
chr11:120700630:120700875:-1	chr9:4302470:4302631:-1	ENSE00002531041	ENSE00003563255	chr17:82081601:82081843:-1	chr11:106091316:106091477:1	0.83	0.86	0.845
chr4:155972853:155972982:1	chr14:65274795:65274932:1	ENSE00003580641	ENSE00003505359	chr1:1312018:1312147:-1	chr8:28769889:28770026:-1	0.85	0.85	0.85
chr10:83450008:83450166:-1	chr14:26674935:26675081:-1	ENSE00003658464	ENSE00003674112	chr12:105199373:105199531:-1	chr3:57246076:57246222:1	0.88	0.9	0.89
chr10:83450008:83450166:-1	chr14:26672509:26672667:-1	ENSE00003658464	ENSE00003648000	chr12:105199373:105199531:-1	chr3:57248193:57248351:1	0.88	0.88	0.88
chr10:83450008:83450166:-1	chr14:26671399:26671587:-1	ENSE00003658464	ENSE00003656992	chr12:105199373:105199531:-1	chr3:57249360:57249548:1	0.88	0.95	0.915
chr17:45703919:45704131:-1	chr19:10875181:10875257:1	ENSE00000619318	ENSE00003654388	chr6:44445655:44445867:1	chr11:60903459:60903535:-1	0.95	0.95	0.95
chr15:98711887:98711924:-1	chr4:104893896:104894022:-1	ENSE00003465969	ENSE00001064897	chr12:49003558:49003595:-1	chr1:56706092:56706218:1	0.97	0.9	0.935
chr15:98711887:98711924:-1	chr15:5206560:5206686:1	ENSE00003465969	ENSE00000903754	chr12:49003558:49003595:-1	chr5:40764514:40764640:-1	0.97	0.92	0.9450000000000001
chr15:98711887:98711924:-1	chr4:104896919:104897423:-1	ENSE00003465969	ENSE00001064891	chr12:49003558:49003595:-1	chr1:56703971:56704475:1	0.97	0.92	0.9450000000000001
chr15:98711887:98711924:-1	chr15:5205967:5206453:1	ENSE00003465969	ENSE00001135348	chr12:49003558:49003595:-1	chr5:40764752:40765238:-1	0.97	0.87	0.9199999999999999
	chr12:3314689:3314749:-1	ENSE00003615366	ENSE00003494350	chr6:109445197:109445290:-1	chr2:26098662:26098722:1	0.0	0.95	0.475
	chr12:3302612:3302713:-1	ENSE00003615366	ENSE00003661721	chr6:109445197:109445290:-1	chr2:26127850:26127951:1	0.0	0.97	0.485
	chr12:3303269:3303358:-1	ENSE00003615366	ENSE00003603322	chr6:109445197:109445290:-1	chr2:26127144:26127233:1	0.0	0.94	0.47
	chr12:3306867:3307005:-1	ENSE00003615366	ENSE00003465594	chr6:109445197:109445290:-1	chr2:26109768:26109906:1	0.0	0.94	0.47
chr11:104247510:104247702:-1	chr2:27410585:27410674:1	ENSE00003519131	ENSE00001415339	chr17:46066537:46066732:-1	chr9:134142333:134142422:1	0.88	0.88	0.88
chr11:104247510:104247702:-1	chr2:27409361:27409469:1	ENSE00003519131	ENSE00001378987	chr17:46066537:46066732:-1	chr9:134140703:134140811:1	0.88	0.88	0.88
chr11:104247510:104247702:-1	chr2:27410339:27410428:1	ENSE00003519131	ENSE00001422107	chr17:46066537:46066732:-1	chr9:134141949:134142038:1	0.88	0.88	0.88
chr11:104247510:104247702:-1	chr2:27409755:27409828:1	ENSE00003519131	ENSE00001370072	chr17:46066537:46066732:-1	chr9:134141510:134141583:1	0.88	0.91	0.895
chr11:104247510:104247702:-1	chr2:27410840:27410923:1	ENSE00003519131	ENSE00001416091	chr17:46066537:46066732:-1	chr9:134142636:134142719:1	0.88	0.89	0.885
chr11:104247510:104247702:-1	chr2:27415118:27415173:1	ENSE00003519131	ENSE00001401373	chr17:46066537:46066732:-1	chr9:134148288:134148343:1	0.88	0.89	0.885
chr11:104247510:104247702:-1	chr2:27421651:27421726:1	ENSE00003519131	ENSE00001411527	chr17:46066537:46066732:-1	chr9:134154466:134154541:1	0.88	0.83	0.855
chr10:83448576:83448764:-1	chr14:26674935:26675081:-1	ENSE00003606430	ENSE00003674112	chr12:105197765:105197953:-1	chr3:57246076:57246222:1	0.89	0.9	0.895
chr10:83448576:83448764:-1	chr14:26672509:26672667:-1	ENSE00003606430	ENSE00003648000	chr12:105197765:105197953:-1	chr3:57248193:57248351:1	0.89	0.88	0.885
chr10:83448576:83448764:-1	chr14:26671399:26671587:-1	ENSE00003606430	ENSE00003656992	chr12:105197765:105197953:-1	chr3:57249360:57249548:1	0.89	0.95	0.9199999999999999
chr15:98712069:98712234:-1	chr4:104893896:104894022:-1	ENSE00003678217	ENSE00001064897	chr12:49003757:49003922:-1	chr1:56706092:56706218:1	0.87	0.9	0.885
chr15:98712069:98712234:-1	chr15:5206560:5206686:1	ENSE00003678217	ENSE00000903754	chr12:49003757:49003922:-1	chr5:40764514:40764640:-1	0.87	0.92	0.895
chr15:98712069:98712234:-1	chr4:104896919:104897423:-1	ENSE00003678217	ENSE00001064891	chr12:49003757:49003922:-1	chr1:56703971:56704475:1	0.87	0.92	0.895
chr15:98712069:98712234:-1	chr15:5205967:5206453:1	ENSE00003678217	ENSE00001135348	chr12:49003757:49003922:-1	chr5:40764752:40765238:-1	0.87	0.87	0.87
chr10:41362590:41362663:1	chr12:3314689:3314749:-1	ENSE00003493220	ENSE00003494350	chr6:109444725:109444798:-1	chr2:26098662:26098722:1	0.84	0.95	0.895
chr10:41362590:41362663:1	chr12:3302612:3302713:-1	ENSE00003493220	ENSE00003661721	chr6:109444725:109444798:-1	chr2:26127850:26127951:1	0.84	0.97	0.905
chr10:41362590:41362663:1	chr12:3303269:3303358:-1	ENSE00003493220	ENSE00003603322	chr6:109444725:109444798:-1	chr2:26127144:26127233:1	0.84	0.94	0.8899999999999999
chr10:41362590:41362663:1	chr12:3306867:3307005:-1	ENSE00003493220	ENSE00003465594	chr6:109444725:109444798:-1	chr2:26109768:26109906:1	0.84	0.94	0.8899999999999999
chr9:44535772:44535918:1	chr8:96471191:96471268:-1	ENSE00000796086	ENSE00001663046	chr11:118765209:118765355:-1	chr16:58546672:58546749:-1	0.99	0.95	0.97
chr9:44535772:44535918:1	chr8:96473601:96473780:-1	ENSE00000796086	ENSE00001634833	chr11:118765209:118765355:-1	chr16:58549719:58549898:-1	0.99	0.94	0.965
chr9:44535772:44535918:1	chr8:96472203:96472319:-1	ENSE00000796086	ENSE00001675588	chr11:118765209:118765355:-1	chr16:58547566:58547682:-1	0.99	0.95	0.97
chr9:44535772:44535918:1	chr8:96470841:96471018:-1	ENSE00000796086	ENSE00001654150	chr11:118765209:118765355:-1	chr16:58546321:58546498:-1	0.99	0.91	0.95
chr9:44535772:44535918:1	chr8:96474887:96475027:-1	ENSE00000796086	ENSE00003512089	chr11:118765209:118765355:-1	chr16:58551132:58551272:-1	0.99	0.93	0.96
chr8:111567742:111567883:-1	chr15:81754533:81754699:-1	ENSE00001326124	ENSE00003625309	chr16:70532479:70532620:1	chr22:41467448:41467614:-1	0.94	0.89	0.915
chr10:117203684:117203893:-1	chr8:94758930:94759130:-1	ENSE00003571977	ENSE00003474828	chr12:69251129:69251338:1	chr16:56447789:56447989:-1	0.91	0.92	0.915
chr10:117203684:117203893:-1	chr8:94749297:94749517:-1	ENSE00003571977	ENSE00001108677	chr12:69251129:69251338:1	chr16:56434331:56434445:-1	0.91	0.5	0.7050000000000001
chr4:137056326:137056435:-1	chr1:80483338:80483438:-1	ENSE00003846999	ENSE00003417357	chr1:22086439:22086548:1	chr2:224770545:224770645:-1	0.93	0.88	0.905
chr4:137056326:137056435:-1	chr1:80487994:80488184:-1	ENSE00003846999	ENSE00000922426	chr1:22086439:22086548:1	chr2:224773157:224773347:-1	0.93	0.84	0.885
chr4:137056326:137056435:-1	chr1:80483042:80483180:-1	ENSE00003846999	ENSE00003238322	chr1:22086439:22086548:1	chr2:224770211:224770349:-1	0.93	0.9	0.915
chr4:137056326:137056435:-1	chr1:80490144:80490354:-1	ENSE00003846999	ENSE00000843736	chr1:22086439:22086548:1	chr2:224774905:224775115:-1	0.93	0.89	0.91
chr4:137059718:137059790:-1	chr1:80483338:80483438:-1	ENSE00003842433	ENSE00003417357	chr1:22081722:22081794:1	chr2:224770545:224770645:-1	0.97	0.88	0.925
chr4:137059718:137059790:-1	chr1:80487994:80488184:-1	ENSE00003842433	ENSE00000922426	chr1:22081722:22081794:1	chr2:224773157:224773347:-1	0.97	0.84	0.905
chr4:137059718:137059790:-1	chr1:80483042:80483180:-1	ENSE00003842433	ENSE00003238322	chr1:22081722:22081794:1	chr2:224770211:224770349:-1	0.97	0.9	0.935
chr4:137059718:137059790:-1	chr1:80490144:80490354:-1	ENSE00003842433	ENSE00000843736	chr1:22081722:22081794:1	chr2:224774905:224775115:-1	0.97	0.89	0.9299999999999999
chr4:129211655:129211712:-1	chr11:79904190:79904421:1	ENSE00003586592	ENSE00000947591	chr1:32672642:32672699:1	chr17:31975482:31975713:1	0.88	0.95	0.915
chr4:129211655:129211712:-1	chr11:79919974:79920172:1	ENSE00003586592	ENSE00003664776	chr1:32672642:32672699:1	chr17:31995564:31995762:1	0.88	0.91	0.895
chr4:129214262:129214339:-1	chr11:79904190:79904421:1	ENSE00003612598	ENSE00000947591	chr1:32669486:32669563:1	chr17:31975482:31975713:1	0.92	0.95	0.935
chr4:129214262:129214339:-1	chr11:79919974:79920172:1	ENSE00003612598	ENSE00003664776	chr1:32669486:32669563:1	chr17:31995564:31995762:1	0.92	0.91	0.915
chr5:116152973:116153041:-1	chr4:104909113:104909206:-1	ENSE00003604293	ENSE00001064887	chr12:119679933:119680001:1	chr1:56691394:56691487:1	0.86	0.91	0.885
chr5:116152973:116153041:-1	chr4:104906531:104906618:-1	ENSE00003604293	ENSE00001064893	chr12:119679933:119680001:1	chr1:56693765:56693852:1	0.86	0.91	0.885
chr5:116152973:116153041:-1	chr4:104932611:104932752:-1	ENSE00003604293	ENSE00001064895	chr12:119679933:119680001:1	chr1:56674381:56674522:1	0.86	0.97	0.915
chr5:116152973:116153041:-1	chr4:104908399:104908543:-1	ENSE00003604293	ENSE00001064901	chr12:119679933:119680001:1	chr1:56692358:56692502:1	0.86	0.86	0.86
chr5:116152973:116153041:-1	chr4:104904288:104904512:-1	ENSE00003604293	ENSE00001064889	chr12:119679933:119680001:1	chr1:56695935:56696159:1	0.86	0.88	0.87
chr5:116152973:116153041:-1	chr4:104893896:104894022:-1	ENSE00003604293	ENSE00001064897	chr12:119679933:119680001:1	chr1:56706092:56706218:1	0.86	0.9	0.88
chr5:116152973:116153041:-1	chr4:104896919:104897423:-1	ENSE00003604293	ENSE00001064891	chr12:119679933:119680001:1	chr1:56703971:56704475:1	0.86	0.92	0.89
chr5:116152973:116153041:-1	chr15:5205967:5206453:1	ENSE00003604293	ENSE00001135348	chr12:119679933:119680001:1	chr5:40764752:40765238:-1	0.86	0.87	0.865
chr15:98711478:98711624:-1	chr4:104893896:104894022:-1	ENSE00003518369	ENSE00001064897	chr12:49003144:49003290:-1	chr1:56706092:56706218:1	0.9	0.9	0.9
chr15:98711478:98711624:-1	chr15:5206560:5206686:1	ENSE00003518369	ENSE00000903754	chr12:49003144:49003290:-1	chr5:40764514:40764640:-1	0.9	0.92	0.91
chr15:98711478:98711624:-1	chr4:104896919:104897423:-1	ENSE00003518369	ENSE00001064891	chr12:49003144:49003290:-1	chr1:56703971:56704475:1	0.9	0.92	0.91
chr15:98711478:98711624:-1	chr15:5205967:5206453:1	ENSE00003518369	ENSE00001135348	chr12:49003144:49003290:-1	chr5:40764752:40765238:-1	0.9	0.87	0.885
chr15:98711478:98711624:-1	chr5:116152973:116153041:-1	ENSE00003518369	ENSE00003604293	chr12:49003144:49003290:-1	chr12:119679933:119680001:1	0.9	0.86	0.88
chr15:98712390:98712516:-1	chr4:104893896:104894022:-1	ENSE00003495633	ENSE00001064897	chr12:49004507:49004633:-1	chr1:56706092:56706218:1	0.9	0.9	0.9
chr15:98712390:98712516:-1	chr15:5206560:5206686:1	ENSE00003495633	ENSE00000903754	chr12:49004507:49004633:-1	chr5:40764514:40764640:-1	0.9	0.92	0.91
chr15:98712390:98712516:-1	chr4:104896919:104897423:-1	ENSE00003495633	ENSE00001064891	chr12:49004507:49004633:-1	chr1:56703971:56704475:1	0.9	0.92	0.91
chr15:98712390:98712516:-1	chr15:5205967:5206453:1	ENSE00003495633	ENSE00001135348	chr12:49004507:49004633:-1	chr5:40764752:40765238:-1	0.9	0.87	0.885
chr15:98712390:98712516:-1	chr5:116152973:116153041:-1	ENSE00003495633	ENSE00003604293	chr12:49004507:49004633:-1	chr12:119679933:119680001:1	0.9	0.86	0.88
chr5:116156007:116156140:-1	chr4:104909113:104909206:-1	ENSE00003492665	ENSE00001064887	chr12:119676537:119676670:1	chr1:56691394:56691487:1	0.8	0.91	0.855
chr5:116156007:116156140:-1	chr4:104906531:104906618:-1	ENSE00003492665	ENSE00001064893	chr12:119676537:119676670:1	chr1:56693765:56693852:1	0.8	0.91	0.855
chr5:116156007:116156140:-1	chr4:104932611:104932752:-1	ENSE00003492665	ENSE00001064895	chr12:119676537:119676670:1	chr1:56674381:56674522:1	0.8	0.97	0.885
chr5:116156007:116156140:-1	chr4:104908399:104908543:-1	ENSE00003492665	ENSE00001064901	chr12:119676537:119676670:1	chr1:56692358:56692502:1	0.8	0.86	0.8300000000000001
chr5:116156007:116156140:-1	chr4:104904288:104904512:-1	ENSE00003492665	ENSE00001064889	chr12:119676537:119676670:1	chr1:56695935:56696159:1	0.8	0.88	0.8400000000000001
chr5:116156007:116156140:-1	chr4:104893896:104894022:-1	ENSE00003492665	ENSE00001064897	chr12:119676537:119676670:1	chr1:56706092:56706218:1	0.8	0.9	0.8500000000000001
chr5:116156007:116156140:-1	chr4:104896919:104897423:-1	ENSE00003492665	ENSE00001064891	chr12:119676537:119676670:1	chr1:56703971:56704475:1	0.8	0.92	0.8600000000000001
chr5:116159542:116159705:-1	chr4:104909113:104909206:-1	ENSE00003667286	ENSE00001064887	chr12:119672301:119672464:1	chr1:56691394:56691487:1	0.9	0.91	0.905
chr5:116159542:116159705:-1	chr4:104906531:104906618:-1	ENSE00003667286	ENSE00001064893	chr12:119672301:119672464:1	chr1:56693765:56693852:1	0.9	0.91	0.905
chr5:116159542:116159705:-1	chr4:104932611:104932752:-1	ENSE00003667286	ENSE00001064895	chr12:119672301:119672464:1	chr1:56674381:56674522:1	0.9	0.97	0.935
chr5:116159542:116159705:-1	chr4:104908399:104908543:-1	ENSE00003667286	ENSE00001064901	chr12:119672301:119672464:1	chr1:56692358:56692502:1	0.9	0.86	0.88
chr5:116159542:116159705:-1	chr4:104904288:104904512:-1	ENSE00003667286	ENSE00001064889	chr12:119672301:119672464:1	chr1:56695935:56696159:1	0.9	0.88	0.89
chr5:116159542:116159705:-1	chr4:104893896:104894022:-1	ENSE00003667286	ENSE00001064897	chr12:119672301:119672464:1	chr1:56706092:56706218:1	0.9	0.9	0.9
chr5:116159542:116159705:-1	chr4:104896919:104897423:-1	ENSE00003667286	ENSE00001064891	chr12:119672301:119672464:1	chr1:56703971:56704475:1	0.9	0.92	0.91
chr5:116159542:116159705:-1	chr15:5205967:5206453:1	ENSE00003667286	ENSE00001135348	chr12:119672301:119672464:1	chr5:40764752:40765238:-1	0.9	0.87	0.885
chr1:191804215:191804433:-1	chr4:136285809:136285882:-1	ENSE00000960298	ENSE00003334599	chr1:211289178:211289396:1	chr1:23072124:23072197:1	0.84	0.96	0.8999999999999999
chr1:191804215:191804433:-1	chr4:136286484:136286618:-1	ENSE00000960298	ENSE00000859709	chr1:211289178:211289396:1	chr1:23071225:23071359:1	0.84	0.89	0.865
chr1:191804215:191804433:-1	chr4:136288329:136288471:-1	ENSE00000960298	ENSE00000759110	chr1:211289178:211289396:1	chr1:23068539:23068681:1	0.84	0.91	0.875
chr1:191804215:191804433:-1	chr4:136287634:136287724:-1	ENSE00000960298	ENSE00000759108	chr1:211289178:211289396:1	chr1:23069061:23069151:1	0.84	0.93	0.885
	chr12:87402300:87402448:-1	ENSE00000869997	ENSE00000659358	chr9:92047613:92047708:-1	chr14:77576767:77576915:-1	0.0	0.89	0.445
	chr12:87397035:87397159:-1	ENSE00000869997	ENSE00000659356	chr9:92047613:92047708:-1	chr14:77570384:77570508:-1	0.0	0.93	0.465
	chr12:87389418:87389523:-1	ENSE00000869997	ENSE00000659352	chr9:92047613:92047708:-1	chr14:77557041:77557146:-1	0.0	0.92	0.46
	chr12:87382806:87382932:-1	ENSE00000869997	ENSE00000659348	chr9:92047613:92047708:-1	chr14:77552096:77552222:-1	0.0	0.91	0.455
	chr12:87393482:87393575:-1	ENSE00000869997	ENSE00001793911	chr9:92047613:92047708:-1	chr14:77562396:77562489:-1	0.0	0.95	0.475
	chr12:87388311:87388530:-1	ENSE00000869997	ENSE00003623203	chr9:92047613:92047708:-1	chr14:77555300:77555519:-1	0.0	0.9	0.45
	chr12:87415705:87415899:-1	ENSE00000869997	ENSE00000659362	chr9:92047613:92047708:-1	chr14:77597186:77597380:-1	0.0	0.95	0.475
	chr12:87403322:87403476:-1	ENSE00000869997	ENSE00000659360	chr9:92047613:92047708:-1	chr14:77578955:77579109:-1	0.0	0.9	0.45
	chr12:87359472:87359601:-1	ENSE00000869997	ENSE00003566531	chr9:92047613:92047708:-1	chr14:77518038:77518167:-1	0.0	0.92	0.46
	chr12:87402300:87402448:-1	ENSE00003471749	ENSE00000659358	chr9:92034810:92034883:-1	chr14:77576767:77576915:-1	0.0	0.89	0.445
	chr12:87397035:87397159:-1	ENSE00003471749	ENSE00000659356	chr9:92034810:92034883:-1	chr14:77570384:77570508:-1	0.0	0.93	0.465
	chr12:87389418:87389523:-1	ENSE00003471749	ENSE00000659352	chr9:92034810:92034883:-1	chr14:77557041:77557146:-1	0.0	0.92	0.46
	chr12:87382806:87382932:-1	ENSE00003471749	ENSE00000659348	chr9:92034810:92034883:-1	chr14:77552096:77552222:-1	0.0	0.91	0.455
	chr12:87393482:87393575:-1	ENSE00003471749	ENSE00001793911	chr9:92034810:92034883:-1	chr14:77562396:77562489:-1	0.0	0.95	0.475
	chr12:87388311:87388530:-1	ENSE00003471749	ENSE00003623203	chr9:92034810:92034883:-1	chr14:77555300:77555519:-1	0.0	0.9	0.45
	chr12:87415705:87415899:-1	ENSE00003471749	ENSE00000659362	chr9:92034810:92034883:-1	chr14:77597186:77597380:-1	0.0	0.95	0.475
	chr12:87403322:87403476:-1	ENSE00003471749	ENSE00000659360	chr9:92034810:92034883:-1	chr14:77578955:77579109:-1	0.0	0.9	0.45
	chr12:87359472:87359601:-1	ENSE00003471749	ENSE00003566531	chr9:92034810:92034883:-1	chr14:77518038:77518167:-1	0.0	0.92	0.46
	chr12:87402300:87402448:-1	ENSE00000869998	ENSE00000659358	chr9:92047172:92047268:-1	chr14:77576767:77576915:-1	0.0	0.89	0.445
