human_uniprot	cattle_uniprot
P50548	F1MET2
P47895	F1MHR3
Q9BRS2	E1B887
P15313	P31407
Q9ULM6	A6QR51
Q7L2J0	A0A3S5ZP65
Q9HBX9	F1MI30
Q8IV08	Q2KJJ8
Q99741	A0A3Q1MVB0
Q96CK0	E1B9B2
Q8N543	Q3MI03
Q8NHX9	A0A3Q1N2G9
P37231	O18971
Q7RTS5	F1N6U7
P07948	F1N261
Q9NWS1	A0A3Q1LW61
Q9H857	E1BNI8
Q15637	A2VDM7
Q86UZ6	E1BM43
Q06203	F1MV22
Q8N2H9	E1BHP6
Q96RD9	F1MRL2
Q2TAC2	F1N7U5
Q5D1E8	A6QQJ8
P41162	A0A3Q1NFR3
Q09013	E1BAC4
P21397	P21398
Q8WTQ7	F1MH44
Q9UJ41	Q2TBX8
Q5JTD0	A0A3Q1M4E6
P31751	A0A3Q1NH21
Q9H015	E1BEU0
Q00536	A0A3Q1MD82
O43559	A6H792
Q96NZ8	E1BKQ4
P36897	O46680
Q9Y285	A7MBD4
Q8WYK0	E1BNW7
O94941	A0A3Q1N2F7
Q8IZN3	E1BK60
Q9NPD5	F1MYV0
P43490	A0A3Q1M241
Q7Z5L9	G3MXD0
Q8NB12	F1MZS3
Q76N32	E1BPP3
Q10713	Q0P5M8
Q9NS93	Q08DX3
Q8NCR0	A7YY59
Q17RD7	F1MTH9
Q96JT2	E1BMB9
Q8WYN3	A0A3Q1LY30
P14868	Q3SYZ4
P50549	Q2KIC2
Q8IZ21	F1MCY2
Q96CN5	E1B8B1
Q92529	F1MP52
P20591	P79135
Q13356	Q2T9V1
Q13362	A0A3Q1MM63
Q96N87	E1BHC0
Q9UIX4	E1BCM0
Q9NXN4	Q2KIX2
P07237	F6Q9Q9
Q14938	F1MCB7
Q9UHI5	F1MYX6
P54578	Q0IIF7
P01130	P01131
Q4VX76	E1B796
Q15542	E1BEN8
Q3MIP1	G3MXK1
Q8TD30	E1BF40
P49761	Q3SX21
Q12899	G3X823
Q17RQ9	E1B8P8
P35052	G3X745
Q969Z0	F1MP97
P78333	F1MZX8
Q14451	Q1RMW5
Q12834	F1MRW5
Q8WYA1	F1N4Q7
O15084	E1BN43
Q70CQ3	F1MSB6
Q96MC6	A6QLP5
Q9BZZ5	E1BEI0
Q8IY67	F6R4Q6
Q96S06	A0A3Q1LU66
P24394	A0A3S5ZPL1
O94888	F1MUA8
Q4VC44	A0A3Q1M6M6
Q96JA3	F1MS15
Q8IXW5	F6RRD7
Q8IWU9	E1BGX6
P54284	Q9MZL3
Q8IXQ6	F6R6Y8
O43854	A0A3Q1LZC5
P26038	Q2HJ49
P23760	F1MTX0
P43268	E1BFS7
Q8NBF1	F1MXG5
Q5T4D3	A0A3Q1M4B4
P00748	F1MTT3
Q8WYA6	F1MMG3
P43121	E1BHQ9
Q9NUG4	E1BN45
Q13112	A5D9H4
O95394	A0A3Q1LP83
Q8IWB1	A7MB64
A1YPR0	A0A3Q1MCE6
Q9NR81	A0A3Q1MA88
Q9UFC0	F1N397
Q7Z5L2	E1BG78
O60825	P26285
Q86SQ7	E1BKZ3
P30304	A7MBD1
Q8TCT7	E1BKF8
O43462	Q0III2
Q9Y236	F1MJA0
Q5H9R4	A0A3Q1MUJ7
P12081	Q2KI84
P34903	F1MCS2
Q14181	F1MLC0
P49189	F1N2L9
Q8N6U8	Q2YDN1
O00499	A0A3Q1M808
Q96K12	Q0P5J1
P51854	Q2NL26
O60774	G3X862
Q9HCJ1	F1MAW1
Q8N6Y0	Q08DY7
Q00973	Q58DI2
Q9Y4A8	A4IFL8
Q8NFT2	A0JNK9
Q15835	P28327
Q5XUX0	A0A3Q1LQM8
Q96PB7	A0A3Q1N896
P43652	G3MYZ3
Q13950	A0A3Q1MKY5
O14492	F1MRH8
Q6PIS1	E1BEZ1
Q9BVG3	E1BK51
P11831	E1BJP4
Q6PGQ7	F1N3C9
Q9BW62	F1MAX6
Q9UQB8	Q5EAD0
Q6ZWT7	F1MH02
O60749	Q2TBW7
Q8N4N8	F1N0Y3
Q96M89	E1BJX9
Q13557	Q2HJF7
O75410	A0A3Q1LP00
Q9H2V7	Q08DX7
Q9HCP6	Q0IIH6
Q9H3M0	A4FV89
Q8TCT0	G3MXL8
Q9H967	E1BHI0
Q70SY1	A7YY66
Q9BW19	A7MBA1
P07357	F1MX87
P50895	Q9MZ08
Q6TGC4	F1N404
Q9NUV7	F1ML45
Q96S65	A0A3Q1MAJ6
Q5H9S7	E1BMD0
Q17RC7	E1B9K5
Q3KP44	A5PKD3
Q16881	O62768
P31749	G3X7B5
Q9BTV5	Q05B84
O60861	A0A3Q1M5P1
Q15796	E1BE92
P23588	F1MYS7
Q96NZ1	E1B8F2
Q4G176	Q58DN7
Q8N4L1	A4IFG4
O76090	A1A4I7
Q6PF15	E1BK47
Q9NP74	A0A3Q1MIU2
O43237	F1MBQ0
P98155	A0A3Q1M988
P42681	A0A3Q1MF99
Q99081	F1MV33
Q5ZPR3	F1N2H6
Q9UBS8	A2VDU5
P30305	A0A3Q1MCU3
P05186	P09487
Q8IXQ5	Q0VCQ5
Q9H714	A7E316
Q8IV45	E1BGH1
Q643R3	A0JNE8
Q8IZC6	A0A3Q1M646
Q9ULV4	A2VDN8
O96018	Q3ZBV5
Q92526	F1MP48
Q9BY79	E1B8U4
Q8N5S9	E1BIP3
Q92828	Q32LP9
Q7L5N7	A0A3Q1MPE0
Q8NEE8	A6QQZ4
Q7L0X0	G3N181
Q86YW0	Q1RML2
Q13099	A0A3Q1MNB3
Q9BVS4	F1MBN7
Q8IZ40	E1BPL6
Q8N697	A6QQL0
Q14CX5	Q58CT4
P29728	F1N3B8
P32519	A0JN51
Q92521	Q1LZA0
O76041	F1MF57
Q9P1Z2	A0A3Q1MRI3
Q9NWH7	F1MZG1
O43175	A0A140T866
Q9Y694	F1MGH8
P32297	F1MYI7
Q86YT5	E1B8V0
Q9BXM9	A0A3Q1M2R5
Q9Y4C5	E1BMN6
O75325	A5PK05
Q7L804	G3X6N7
Q9H3W5	F1MSM1
P22460	F1MTJ1
Q9Y5Z0	E1BKV4
Q8N1M1	E1BF90
P48454	A5D7T5
Q9Y672	F6QF86
P22307	F1MV74
Q96NG3	A5PK42
P51513	A0A3Q1MK43
Q49A26	A4FUF0
Q14117	E1BFN6
Q16850	Q4PJW3
Q9UER7	F1MGU0
A6NCI8	F1MB66
O76083	A0A3Q1N569
Q9BYV7	F1N2Z9
P34897	Q3SZ20
P17787	A0A3Q1MJN8
P28838	P00727
Q8WVV4	A0A3Q1M9P6
Q13188	A0JN96
Q6P1L5	A0A3Q1M7C4
Q04206	A1XG22
Q9NX95	G3MZF5
Q7Z695	E1BNG1
Q9H9S5	A0A3Q1MET8
Q96LT7	A6QR41
Q8TDI8	F1MW72
Q99742	E1B815
Q8N3T1	E1BHN6
O43174	F1MZS4
Q9Y5Y0	E1B7A6
Q8IXH8	F1MKX3
O75449	E1BH39
A6NDV4	F1MLC4
A6NDV4	A6QLK4
Q4U2R8	Q864Z3
Q69YH5	F1MG31
Q9UKD1	E1BNL6
P06865	Q0V8R6
P56693	F1N6W0
Q8NCP5	F1MYU9
Q8NHQ1	F1ME79
P07510	P13536
Q92731	Q9XSB5
P55199	A0A3Q1LLN3
P00352	P48644
Q6P4A8	Q9GL30
Q96J87	A0A3Q1MHK4
Q9H869	G3N045
Q6UXG2	F1MIM6
Q5FWE3	F6QJQ2
P18507	P22300
Q9UQM7	A0A3Q1MKC7
Q9NRR6	E1BAU6
Q9BWV3	G3N203
P34059	F1MU84
Q15797	Q1JQA2
Q01740	A0A3Q1M207
P16070	F1MQT9
Q07001	P04759
Q6PIY7	Q2HJ44
O43541	E1BH37
Q8NDZ6	E1BKP1
Q8NHP6	A0A3Q1M0A2
Q5T1V6	G3X7G8
Q9UMD9	A6QPB3
Q9UMD9	W0SK50
Q15389	O18920
Q9NSN8	A0A3Q1MME3
Q9BU40	F1MAZ4
Q92783	F6RS49
Q2T9J0	E1BF31
P54750	P14100
O43353	Q3SZJ2
O43242	Q2KJ46
P08651	A0A3Q1NDA1
Q6UXI9	A0A3Q1MMM4
P19440	G3N2D8
P86790	Q0VD30
P86791	Q0VD30
Q7RTY1	F1N294
P19532	Q05B92
P14672	Q27994
Q9NQH7	E1BNA2
Q9H6R7	E1BDF4
O60291	A0A3Q1MY63
Q16658	Q3MHK9
P19878	A0A3Q1MTW8
O94900	A6QLA9
O95704	A0A3Q1MM45
Q6UWB1	A5D7S4
Q2MV58	G3N2E4
Q68CP4	A0A3Q1MIE9
Q9BRG2	A0A3Q1LNJ6
Q8N8U2	F1MER1
O60279	F1MKY3
Q9H239	E1BK30
Q9H8X2	E1BGX9
Q86UE4	A0A3Q1MQI0
Q92558	Q0IIJ3
O95841	Q1RMR1
Q8IZF7	A0A3Q1M7D7
Q04864	F1MJH6
Q0VAM2	A4IFE4
Q16877	F1MGC8
O60551	Q9N181
Q96LW4	Q08DZ8
P19835	Q58DG4
P30613	Q1JPG7
P28702	A6H7I6
Q9BRR6	A2VE47
P10276	F1MWQ3
Q8NE01	A0A3Q1M069
Q5TF58	F1MQ15
Q92753	A0A3Q1LKK0
Q15208	A2VDV2
O14757	F6Q6K1
Q7Z7A4	A5PJQ7
Q13043	Q5E9L6
Q9HD40	E1BPY3
Q8N5Y2	E1BFW0
Q7L1T6	Q32LH7
P40126	F1MC37
O60687	A6H7A3
Q9BQI5	E1BJV6
O75398	A0A3Q1LRM9
P49326	A6QLN7
Q9HAY6	F1N3B7
Q9Y252	A0A3Q1MHT7
Q5JR12	F1MZ34
O15091	E1BFB5
Q9UBG7	E1BDE8
Q92805	E1BFF9
Q9NY28	F6QA59
Q6ZRF8	A0JNG4
Q9UKZ1	E1BHL0
Q6ZS86	Q08D86
O43734	F1MYT8
O95196	Q0VCM1
Q00987	F1MYE6
P07954	Q148D3
O75879	A0A3Q1ML97
Q5QP82	F1MYV7
P43007	A2VDL4
Q9H1Z4	Q08D81
Q8IZK6	G3N2S2
Q86XR2	F1MTH8
P07602	P26779
Q8NA58	F1MX01
Q9NYY8	F1N1T6
Q9NYP3	F6RSI9
Q9UI12	O46563
Q9BUH8	E1BD66
Q14520	Q5E9Z2
Q9Y6W6	Q0IID7
P16118	F1MEV5
Q99518	G5E540
Q15059	F1MMU3
P08842	A0A3Q1LZ44
Q16656	A0A3Q1LU49
P26196	E1BDM8
Q8TD31	F1N2Z6
Q9Y2H1	A7MB32
Q9BXM7	A5PJP5
Q96G74	E1BFW9
Q8N6Q8	E1BDD1
Q9H347	G3N3K4
P52757	Q0VD41
Q15048	A5PJJ5
O14896	Q08DD6
Q9UJW2	Q3SZI1
Q8N3R3	E1BM88
Q8N4U5	A7Z033
Q9H9S3	Q2KHX4
P51688	E1BFX4
Q3YEC7	Q08DA0
Q9ULD5	F1MBN9
Q6UX01	E1BMA6
Q5XG87	E1BEH2
Q86WB0	Q3SZH2
Q9ULK5	F1MFE8
P35398	A0A3Q1M9Y9
Q6P5W5	Q1KZG0
O95260	A0A3Q1N8Y5
Q9NR80	A0A3Q1LJ25
O14770	F1MNA3
Q8NEG7	A0A3Q1M6D4
Q7Z449	F1MFI9
P43005	F1MJN4
P48960	Q8SQA4
Q6PIU1	Q0P583
Q6PIU1	F1MXZ4
Q9NXG6	F1N3W9
Q6ZNE5	E1BAQ5
Q92536	F1MDA3
Q7Z4H8	F1MZX7
Q9H972	Q2T9R0
Q13098	A0A3Q1ME43
P98170	G3MWG5
Q86YB8	F1MW08
Q8TDR2	F1MUU2
Q9UIS9	F6QVZ7
Q96RK4	Q1JQ97
Q13424	Q0P5E6
Q06495	A0A3Q1MQ71
A6NM62	A0A3Q1MSE6
Q8J025	F1MNJ4
P49821	A0A3Q1MG52
P49821	P25708
Q05940	B0JYP2
Q9NPQ8	Q5E9J8
P52209	A0A3S5ZPM3
Q9H175	E1BM76
P51690	A5D7J7
Q6ZN04	A0A3Q1MZR0
Q14684	E1BKN1
P11230	P04758
Q09470	F1MLD6
Q9Y6A2	Q08DD0
Q9UJA5	Q2T9V5
Q9NYH9	A5PJN6
Q8IVW6	E1BI80
Q9HCC8	F1MCP4
A1L020	E1B7I1
Q8WWY3	E1BM48
Q96NL6	E1BM95
Q96GP6	E1B9M8
Q9UHD8	A0A3Q1MH57
Q16401	F1N6Z0
Q9BQA5	F1MZ17
Q96IK5	F1MJQ9
P48549	E1BNE9
Q9BXB7	F1MN96
Q9H201	A0A3Q1M4S2
Q9HBW1	Q3I0Y3
Q8IUK5	A6H734
P11166	P27674
Q5VW38	A0A3Q1LLD7
Q05639	Q32PH8
Q9BUR4	A0A3Q1LGY5
Q9BUR4	Q3SWZ7
O15355	P79126
Q8TAA9	E1BNR7
Q9NVV4	F1MSM5
Q9HCC0	A0A3Q1LW25
Q9NPJ1	E1BNU6
P68104	P68103
P61619	Q5EA68
P41091	Q2KHU8
Q9UBM7	Q5E9J5
Q8N145	E1BFY8
P49336	F1MPI8
Q9NPR9	Q148L1
O75844	E1BMF2
Q9P2K3	F1MYQ0
A6NL88	A0A3Q1M898
Q8IW41	F1MH23
Q96MY7	F1MQ69
Q96HE7	A5PJN2
Q96KK3	E1BKI8
Q5TZA2	E1BBS9
Q6XQN6	A5PK51
Q6STE5	Q0II51
Q6YBV0	G3X6P9
P29353	Q0IIE2
Q99717	A0A3Q1M3K3
Q03989	Q3SWY1
Q9BZC1	A6H776
Q8N2W9	A4FV15
O75306	P17694
Q15223	F1MQJ3
Q9UQQ2	A0A3Q1MQG1
Q8NHS4	A0A3Q1MIZ5
P0CF97	A0A3Q1MWP8
Q9Y5V3	E1BDS1
Q8TDB6	E1BH71
P23415	P57695
Q9NVW2	E1BBI7
O60729	A0A3Q1MTC5
Q9H2S1	F1N467
Q86VQ0	F1MF34
P49802	O46470
P13942	Q32S24
P55809	A0A3Q1LIX4
Q86Y46	A7YWK3
Q0VDF9	Q2YDD0
Q16206	A0A3Q1LP87
Q15173	Q08DP7
P16389	F1MKB0
P10827	A0A3Q1N8R7
Q8TC41	F1N5X8
P48443	Q0VC20
Q13547	Q32PJ8
O75030	A0A3Q1MKP6
Q8WWZ8	F1MH22
Q8WWZ8	Q29RU2
P15289	Q08DD1
Q6P3R8	E1B7G8
O75688	O62830
Q8NFR7	F1MSD5
Q96M69	E1BAV1
Q9NVX7	F1MRW4
Q71U36	F2Z4C1
P31513	Q8HYJ9
Q14145	A7MBG4
Q9NUQ7	E1BK69
Q6V0L0	E1BDT5
O00339	A5D7D5
Q13506	A7MB61
Q9ULS6	F1MPV7
Q8WWW8	G3X716
O75475	Q8MJG1
P23141	A0A3Q1MQJ1
Q9Y512	Q2HJ55
P68363	P81947
Q9HC44	E1BL19
Q05D32	E1B8W1
Q9Y6G9	Q2KII9
Q9UBF9	A0A3Q1LLL4
Q9BVG9	A0A3Q1MFE2
Q15750	A0A3Q1LT51
P17544	F1N1U0
O75439	Q3SZ71
Q86XT4	E1BNQ6
P68366	P81948
Q9C0H6	G3X6H8
Q9H5N1	A4FUG8
O75311	A0A3Q1NEK7
Q15172	A2VDZ0
P62508	A0A3Q1LZI4
Q6ZN66	F1N1I1
Q9UGM1	F1MDD1
P42679	Q58D16
Q96BA8	A0A3Q1MJS5
Q9GZM7	E1B9H1
Q8WVP7	F1MNF0
Q96RI1	F1MTT1
Q8IY33	A0A3Q1LY46
Q8TBC4	A0A3Q1MJI4
P15882	A7Z037
Q5T6F0	Q3MHH0
Q9UPQ4	F1MTW9
Q9H6X2	A0A3Q1MVZ0
Q16537	A4FV68
Q13228	Q2KJ32
Q9HAU8	F1MWC4
Q08AH1	F1MPP7
Q8WWK9	A0A3Q1M6K8
Q86XK2	E1B9Q3
Q86TW2	F1MYG8
Q5VTJ3	G3MX28
Q15554	F1MMS4
Q05516	Q32PJ4
Q9NUU7	Q3ZBV2
Q495W5	E1BIT9
Q8NBT3	A8QQK1
Q8N3L3	F1N4G3
O60779	E1BLU2
P23771	Q08DV0
Q96LT9	A0A3Q1LY80
Q86XZ4	F1MK70
Q6NUK1	A5PJZ1
Q969U6	A0A3Q1MN48
Q9BY12	F1MRU6
Q86XI8	F1N2N8
Q7RTX9	F1MKS0
P0DPH7	F6RP72
P0DPH7	Q32KN8
P0DPH8	F6RP72
P0DPH8	Q32KN8
O00451	Q5E9X0
Q8WU10	A7YVH9
Q8WU10	A0A452DKI2
Q9H7Z6	F1MP98
Q9Y5R5	E1BC71
P14867	P08219
O00257	A0A3Q1MDR6
Q5VX71	F1MBG4
Q7Z628	A0A3Q1N5A2
Q9BSW7	F1ML70
P37023	F1MIW7
P78329	M0QW30
Q9ULX6	A0A3Q1MED6
Q96MK3	F1MJW4
Q56NI9	A6QNP8
Q12933	E1B9D9
P52594	Q2TA45
Q5BJE1	F1MFC7
P21554	A0A3Q1LGC0
O94921	A0A3Q1M0U2
Q92771	E1BL06
Q13410	P18892
Q5TEJ8	E1BN78
Q6ZWB6	G3MWZ7
Q8N9B8	A0A3Q1N010
P41586	Q29627
Q9NP81	Q9N0F3
Q86TY3	G1K1Z9
Q5BKT4	F6QGQ5
P16870	P04836
Q8TCC7	F1MII8
P54868	Q2KIE6
O94850	A6QPL7
Q6UUV9	A0A3Q1LQM1
Q9C029	F1MCG0
Q13509	Q2T9S0
Q9UJW0	E1BBI8
P56159	A0A3Q1N8H3
Q5SR56	A4IF94
Q8N108	A0A3Q1M6Z8
Q7L1V2	A0A3Q1LP41
Q6ZRI8	A7MB27
Q8TDX6	F1MU32
Q9P2J9	G3N1T9
Q71RS6	F1MIZ1
O75908	F1N277
Q8IY34	F1MYU7
Q96IT1	F7VJQ6
P30566	F1MHP6
Q9BWU1	F1MVR0
Q15057	F1MZ03
P42685	E1BPI3
Q6P988	A0A3Q1MS36
Q9UKS7	G3X7L0
A8MYZ6	E1BBI0
Q4G0J3	A0A3Q1LP50
Q9NY61	E1BDL9
Q8N6K7	F1MIP5
Q9BQE3	Q3ZCJ7
Q86SQ6	E1BCW2
Q15306	E1BF88
P51449	A0A3Q1MM20
Q8IUH3	Q3MHF0
Q9NRX5	Q3MHV9
P41279	A0A3Q1LK92
Q9UBS0	E1BLQ5
Q9Y600	E1BP41
Q2TAA5	E1B756
Q8N6H7	A0A3Q1LWK0
O95970	Q5E9T6
Q9C0B1	A0A3Q1N5P9
Q7Z6R9	E1BNP7
Q9Y2T4	F1MY94
Q8TBG4	Q5E9S4
Q6P1R4	G3N340
P20700	A0A3Q1LNG7
Q8WZA9	A0A3Q1MAH9
P63151	F1MG56
Q15036	Q5EA77
Q6UX71	A0JN47
Q8N434	F1MGL1
Q53EL6	A4IFD1
P10828	G3X7C1
P30520	A7MBG0
P30203	F1MU15
Q9UBZ4	F1MSK4
Q96EG1	F1N665
Q5JPH6	G3N260
Q9NX74	Q0VC60
Q9H0R1	Q5E9X5
Q9BVA1	Q6B856
Q6ZNC8	E1BNI4
Q5BKZ1	F1MJM0
Q9BXF9	A6H782
Q9NXP7	A4FUB7
Q86VY9	G3MXC0
Q9NY65	Q2HJB8
P12955	A0A3Q1NGC5
P49711	Q08DH9
Q9UJT0	A0A3Q1LPY5
Q9NPH3	E1BFL8
A5PLN7	A0A3Q1LH09
Q9NS84	G3X6P1
A8MY62	A0A3Q1LTX6
P57789	F1MLI5
A6NH21	F1MGF0
Q9Y5J1	F6RRI7
Q5VYP0	F1MRG4
Q03169	E1BJZ6
Q9BYV1	Q17QF0
Q9BYV1	F1MLG7
Q8NCC5	Q17QZ3
Q8TC27	A0A3Q1LZ36
P15311	P31976
P68371	Q3MHM5
Q13885	E1BJB1
Q504Y2	E1B9H4
Q6ZMU5	E1BE77
P78314	A0A3Q1MIG0
P42701	G3MX29
Q7Z3Z3	E1B838
P49590	F1N0T6
P24557	Q2KIG5
P58004	Q58CN8
Q9NSY0	F1MGJ6
P51451	A0A3Q1LKT2
Q86VS8	A0A3Q1LTM2
Q9ULV5	F1MVT6
P07437	Q2KJD0
P41212	Q0VC65
Q9Y6P5	A7MBI2
P41240	Q0VBZ0
O75390	Q29RK1
B1AKI9	F6RLR4
Q8IZ73	F1N088
Q14CB8	F1MGB9
Q6SJ93	E1BGY1
P23258	Q0VCD2
Q96QD8	A2VE31
O75530	Q3SZ25
Q8N1C3	F6Q4V7
P45452	F1MW26
Q9UMS4	Q08E38
Q96S66	Q1LZF8
Q5U623	E1B7J2
Q969Q6	Q5E9G1
P23416	G5E5K0
Q9P2B4	A0A3Q1MCY6
Q00005	Q5E9Q7
Q9H9C1	A5D796
A6NK97	E1BB66
P04350	Q3ZBU7
P78411	A0A3Q1LTE8
Q6NT32	E1BN79
Q86UL3	A6H7D4
P47869	F1MHX4
O15151	Q2HJ21
P06858	P11151
Q92759	A6H7G8
Q07869	Q5EA13
Q6IBW4	Q3SZL8
Q96SL1	A6QLS7
Q9Y2X3	A0A3Q1MYD5
P36269	F1MYJ3
P49005	P49004
O15379	F1N0W0
Q9UPY5	G3N179
Q8N9U0	E1BEH7
Q8IUZ0	A0A3Q1M592
P21941	E1BMV3
Q9H0B8	A6QLZ7
O95279	E1BNW6
Q9BTU6	A6QLN5
Q6KCM7	Q0V7M4
Q9BPX6	Q0IIL1
O15049	E1BLB8
Q8N468	F1MB39
Q9Y3Z3	Q0VCA5
P61978	Q3T0D0
Q9Y2I8	E1B9V7
A6NNY8	F1MTL6
Q9Y5K6	A0A3Q1ME19
Q9NRA2	E1B7R3
Q68CK6	A7MBE6
Q16671	E1BHR7
Q9UBM8	E1BNB2
P35557	A6QR34
Q8TF71	F1MEU4
Q9H3P2	A6QQS5
Q92624	A0A3Q1MD19
Q14498	A0A3Q1LWZ4
Q92903	G3MZU2
Q6ZSM3	E1BJJ0
Q15406	F1MXG9
Q8N159	E1BMR7
P48735	Q04467
Q5SSJ5	Q08DU9
P36021	F1MM56
Q15654	Q3SX26
Q14995	F1MWI2
Q02078	A2VDZ3
Q9NQG6	E1BIT2
Q86W25	G3MYV6
Q7Z4G4	Q05B63
P78413	A4IF73
Q7RTT9	E1BPT2
Q6PHR2	F1N332
Q2TBF2	A0A3Q1MMZ1
Q13867	E1BL29
Q9UQ03	A0A3Q1MRD3
P33240	Q8HXM1
O75478	Q3SZP8
O43490	F1MK52
Q2M3C6	A0A3Q1LLV5
Q86VQ1	F1MBJ2
Q01543	Q29RS8
Q9UMX9	E1BHD9
P42680	F1MSH3
P98177	A6QLP0
P43026	F1MT44
Q3SY84	Q148H5
Q96T92	A0A3Q1LW32
Q8NF37	F1MTK4
Q9H237	A7MB52
O95897	F1MTJ5
O75143	Q08DY8
Q96SC8	A6QQ94
Q96SC8	A0A452DJ45
Q96EA4	F1MGX8
O15528	E1BN35
Q99624	F1MXZ5
Q15825	F1MQ06
Q06710	F1MLH9
O75387	A0A3Q1MUY6
Q9H9L4	Q2NL14
P18505	P08220
P00390	E1BKZ1
Q01196	E1BAD4
Q5QJE6	Q0P5H2
Q8WUY9	E1BLB3
Q9H2A2	A0A140T874
Q9H2A2	Q0P5F9
Q00613	Q08DJ8
Q96DT6	F1MJ23
Q7Z5R6	Q3MHM0
P31150	P21856
O15245	A7MBE0
Q96KC8	F1MJX8
Q9H0C5	F1MZA8
P84022	F1MUZ3
O43556	Q29S03
Q8TD90	Q2KI70
Q8IYJ3	A0A3Q1M443
Q8WTR8	F1MF28
Q9Y6V7	A0A3Q1LXD0
Q96D53	A0A3Q1LK03
Q8N0V4	F1MZT1
Q96KP4	Q3ZC84
Q96T60	F1N3Q9
Q9NUL7	A7YWQ8
Q06546	Q0VC98
Q13325	Q17QZ9
Q9H4I0	E1B9J3
Q13884	F1MDV3
P30837	P52476
Q2YD98	A0A452DIH4
Q92743	A0A452DI93
Q9Y2F9	A0A3Q1N6X6
P60228	Q3T102
O75154	A0A3Q1LHY8
P49643	A0JNF4
P49759	F1N596
Q96RE7	E1BQ03
Q13285	Q04752
Q96PK6	F1MI47
B7ZAQ6	Q5BIM9
P0CG08	Q5BIM9
O75916	F1MYX4
Q8WV93	E1BQ18
P13584	Q148E6
Q9Y6Y0	G3MYD5
P78386	Q0VD04
O00144	A0A3Q1MCH2
Q6UVJ0	A0A3Q1LVE2
P23677	A4FV33
P20711	A0A3Q1LX98
Q2L4Q9	F1N116
P23381	P17248
Q9NWQ4	F6Q9D7
Q8N8A6	A0A3Q1MS44
Q6UWH4	A0A3Q1MUR7
P17658	G3N1T8
P23246	E1BQ37
Q6NXT4	Q0VC54
P83111	A5PJ81
Q16602	G3X6P6
Q16602	A6QP74
Q9UHL0	F1MSI6
P11182	P11181
Q9UN86	A0A3Q1MHI5
Q9UK99	A6H7H7
Q8N414	A0A3Q1MHN7
P31644	Q08E50
Q9BVL2	A5D7B3
P05549	A1A4R9
P15036	A1A4L6
O43236	A0A3Q1MXU1
P35475	A0A3Q1NAQ3
Q86VD9	E1BCR7
Q9BUF5	Q2HJ81
Q9C0H2	A0A3Q1M2Y5
Q9HBH9	E1BCH7
Q8IWA6	A0A3Q1LYE3
O14926	O18728
Q9Y5X9	A0A3Q1LR40
Q99592	A0A140T829
Q99592	A0JN76
Q96JB3	E1BDC0
Q5T5J6	F1MNS1
Q96N66	Q0VCY6
P05177	F1MHN9
Q8N142	A5PJR4
Q9BY15	G5E538
Q96NX5	F1N2U4
O75072	E1BBM2
P49356	P49355
Q9NXZ2	E1BII7
P28476	Q0II76
P08631	A0A3Q1MYA3
Q13610	Q2HJ56
Q9BV35	A0A3Q1MLH1
Q9H0L4	Q2HJD4
Q9ULZ9	E1BH36
Q14134	A0A3Q1MGC2
Q5T7W7	E1BP51
P34913	F6QS88
Q8NFU1	E1BF86
Q6ZN84	E1BPJ2
Q9NUZ1	A0A3Q1LWZ7
Q8TBB5	E1BGH2
Q86WT6	E1BID7
Q92569	F1MDQ5
A6NE02	E1B9Y0
P28472	A0A3Q1MQ03
Q9H5J0	F1MXA9
O43614	F1MG23
Q14439	E1BC51
Q9C098	F1MU82
Q9NZI6	A0A3Q1LGL9
O94927	F1N7Z4
Q5TEA6	E1BNT3
Q9NPA2	F1N1F5
Q6QHF9	Q865R1
O14545	Q58D05
P22003	E1BGS3
Q16678	F1MNG1
C9JQI7	E1B878
Q9HD26	E1BAX1
Q6ZVM7	A0A3Q1MMW1
P41235	Q7YRQ5
P48436	A0A3Q1MN22
Q15025	A0A3S5ZPJ2
Q9Y265	A7MBG8
O75191	Q3SYZ6
Q8TE99	A0A3Q1LYH0
O60784	A0A3Q1MAL1
Q99958	F1MVT0
O00232	Q2KJ25
Q15758	Q95JC7
Q9Y230	Q2TBU9
O95674	A0JNC1
A6NHM9	F1MV05
P32298	F1MN48
Q9H8M7	Q0IIH8
Q9H1R3	A4IFM7
Q6NW34	F1N1N1
P51649	E1BDP3
P34896	A0A140T896
P35348	P18130
Q9H306	F1MY91
Q86VR2	E1BBW7
Q6Y288	F1MKA0
Q9NW75	A0A3Q1M3I0
Q96I51	E1BIS5
Q9Y250	E1BHA0
P11926	P27117
Q9NQX0	A6QPM3
Q96QD5	A0A3Q1M615
P54219	F1MBH3
Q86UB9	Q3ZBE6
Q53QZ3	A4IF90
Q16352	Q08DH7
P24298	A4IFH5
P24298	A0A452DIW8
Q9HCE5	F1MNV7
Q4G0S4	F1N6F5
Q8WUA2	F1N6W2
P02708	P02709
O75355	A0A3Q1LNT1
P57078	A6QLV0
Q8NC44	F1MUR7
Q14533	A0A452DI61
Q14533	A4FUZ0
P78385	A0A452DI61
P78385	A4FUZ0
P49760	E1B9Q2
Q6ZMH5	A0A3Q1MKQ1
Q9UM01	A0A3Q1MGJ2
Q14108	A0A3S5ZPN6
Q96EK2	A0A3Q1LVZ5
Q9UK58	E1BJ67
Q99640	F1MKK7
Q569K4	A4FUW9
Q49A92	F1MQJ6
