Gene stable ID	UniProtKB/TrEMBL ID	UniProtKB/Swiss-Prot ID
ENSBTAG00000019062	A0AAA9TXE9	
ENSBTAG00000017435	A0AAA9U0Q2	
ENSBTAG00000015321	A0A3Q1LZA6	
ENSBTAG00000019062	A0A3Q1LYF2	
ENSBTAG00000017435	A0AAA9SE61	
ENSBTAG00000015316	F1MTV9	
ENSBTAG00000021358	A0AAA9T4N2	
ENSBTAG00000017435	A0A3Q1MHN8	
ENSBTAG00000019062	A0A3Q1LXJ3	
ENSBTAG00000002415	A0AAA9SFC1	
ENSBTAG00000002415	A0AAA9T830	
ENSBTAG00000015316	A0AAA9RVD2	
ENSBTAG00000002415	A0AAA9RY67	
ENSBTAG00000002935		
ENSBTAG00000002415		Q3SZR9
ENSBTAG00000002935	A0A452DHX5	
ENSBTAG00000015316	A0AAA9S0E1	
ENSBTAG00000002415	A0AAA9T904	
ENSBTAG00000000347	Q1RMI2	
ENSBTAG00000005145	E1B8H0	
ENSBTAG00000015316	A0AAA9TFJ3	
ENSBTAG00000021358	A0A3Q1M9A4	
ENSBTAG00000015316		
ENSBTAG00000021358	A0AAA9SAW7	
ENSBTAG00000005967	A0AAA9RZR2	
ENSBTAG00000020441	Q0VCL5	
ENSBTAG00000004051		Q3SWZ6
ENSBTAG00000000347	A0AAA9SI77	
ENSBTAG00000015316	A0AAA9TUF5	
ENSBTAG00000021358	A0AAA9TCU0	
ENSBTAG00000004051	A0AAA9STH8	
ENSBTAG00000000347	Q1RMI2	
ENSBTAG00000004024		Q32L27
ENSBTAG00000000347	Q1RMI2	
ENSBTAG00000000128	A0A3Q1NJW9	
ENSBTAG00000000347	Q1RMI2	
ENSBTAG00000005967	E1BCW1	
ENSBTAG00000021358	A0A3Q1MXN3	
ENSBTAG00000004024	A0A3Q1M5Y6	
ENSBTAG00000000347	Q1RMI2	
ENSBTAG00000000128	F2Z4J0	
ENSBTAG00000021358	F1MDI4	
ENSBTAG00000063384	A0AAA9SGK5	
ENSBTAG00000005967	A0AAA9SBZ8	
ENSBTAG00000021358	A0A3Q1NIZ6	
ENSBTAG00000008433	A0A3Q1MIR7	
ENSBTAG00000012290	A0AAA9TD37	
ENSBTAG00000005967	A0A3Q1LVP0	
ENSBTAG00000002833	A5PJX0	
ENSBTAG00000008433	A0AAA9SY00	
ENSBTAG00000012290	A0AAF6YXK2	
ENSBTAG00000048792	A0A3Q1LMH2	
ENSBTAG00000017391	E1BKQ1	
ENSBTAG00000011651	F1N7A0	
ENSBTAG00000008433	A0A452DI92	
ENSBTAG00000005971		P17810
ENSBTAG00000048792	A0A3Q1MD44	
ENSBTAG00000017391	A0AAA9SR33	
ENSBTAG00000008433	A0AAA9SDV3	
ENSBTAG00000048792	A0AAA9RSY7	
ENSBTAG00000009381	A0AAA9SQP6	
ENSBTAG00000000940		Q3SZE9
ENSBTAG00000008433	A0AAA9S3C4	
ENSBTAG00000011162	E1BN90	
ENSBTAG00000009381	A0AAA9TGE4	
ENSBTAG00000000940		Q3SZE9
ENSBTAG00000012489	A0A3Q1LLV5	
ENSBTAG00000047418	A0AAF6ZPU3	
ENSBTAG00000009381	A0AAF6DMD0	
ENSBTAG00000014814	A0AAA9TF23	
ENSBTAG00000047418	A0A3Q1LTX1	
ENSBTAG00000012489		
ENSBTAG00000008446	A0AAA9T6R3	
ENSBTAG00000009381	A0AAA9RV59	
ENSBTAG00000014814	A0AAA9TZQ6	
ENSBTAG00000014814	A0A3Q1LJI8	
ENSBTAG00000009381	A0AAA9TYH7	
ENSBTAG00000014814	E1BMP4	
ENSBTAG00000052720	A0A3Q1MP50	
ENSBTAG00000008446	E1BL71	
ENSBTAG00000014814	A0AAA9U283	
ENSBTAG00000052720	A0A3Q1MWD4	
ENSBTAG00000010868		
ENSBTAG00000008446		
ENSBTAG00000002865	A0A3Q1LV43	
ENSBTAG00000010868		
ENSBTAG00000010868	A0AAA9SP39	
ENSBTAG00000018478	A0A3Q1LLN9	
ENSBTAG00000008432	E1BCV4	
ENSBTAG00000032223	A0A452DKB6	
ENSBTAG00000002865	F6RJI4	
ENSBTAG00000002865	Q5BN37	
ENSBTAG00000020427		P06526
ENSBTAG00000005842	E1BNL1	
ENSBTAG00000002865	A0AAA9S563	
ENSBTAG00000010868	A0AAA9T3T3	
ENSBTAG00000008432	A0AAA9SVP8	
ENSBTAG00000002865	A0AAA9T2B4	
ENSBTAG00000010868	A0A3Q1MEQ9	
ENSBTAG00000046033	A0AAA9TFR0	
ENSBTAG00000010868	F1N5G3	
ENSBTAG00000005842	A0AAA9T645	
ENSBTAG00000002865	A0AAA9TS90	
ENSBTAG00000008432	A0AAA9T0L7	
ENSBTAG00000010868	A0AAA9TAK1	
ENSBTAG00000005850	A0AAA9SCM7	
ENSBTAG00000010868		
ENSBTAG00000002985		Q28067
ENSBTAG00000046033	A0AAA9TAT3	
ENSBTAG00000010868		
ENSBTAG00000002985	A0AAF6ZIW3	
ENSBTAG00000002985	A0AAA9SNS7	
ENSBTAG00000010868		
ENSBTAG00000046033	G3MZF7	
ENSBTAG00000006345	F6RR68	
ENSBTAG00000005850	A0AAA9TI61	
ENSBTAG00000046033	A0AAA9TNA6	
ENSBTAG00000005850	A0AAA9SGC1	
ENSBTAG00000046033	A0AAA9SUJ4	
ENSBTAG00000011740	A0AAA9TNN0	
ENSBTAG00000005850	A0AAF6YP12	
ENSBTAG00000053313	A0A3Q1LSA8	
ENSBTAG00000011740	A0AAA9SAI2	
ENSBTAG00000039014	A0A3Q1LXR7	
ENSBTAG00000055237	A0A3Q1LTP7	
ENSBTAG00000039014		A5PJM7
ENSBTAG00000011740	Q0VCK7	
ENSBTAG00000011189	E1BFM9	
ENSBTAG00000053177	A0A3Q1MZC4	
ENSBTAG00000002352	F1MKY0	
ENSBTAG00000011740	A0AAA9TX42	
ENSBTAG00000039014	A0AAA9TYC2	
ENSBTAG00000053177	A0A3Q1LP26	
ENSBTAG00000011189	A0A3Q1M4E6	
ENSBTAG00000012490	A0AAA9TN44	
ENSBTAG00000068985		
ENSBTAG00000002352	A0AAA9T3N3	
ENSBTAG00000068985	A0AAA9TVH8	
ENSBTAG00000025554	E1BFN1	
ENSBTAG00000044160	E1BPP6	
ENSBTAG00000075029		
ENSBTAG00000025554	A0AAA9TN31	
ENSBTAG00000044160	A0A3Q1LKL3	
ENSBTAG00000016104	F1N507	
ENSBTAG00000045593	G3N260	
ENSBTAG00000038051		
ENSBTAG00000013997	E1BAP6	
ENSBTAG00000044160	G3N1Q0	
ENSBTAG00000016104	A0AAA9SDW9	
ENSBTAG00000038051	A0AAA9T341	
ENSBTAG00000006391	G3X6L0	
ENSBTAG00000038051	E1BFQ0	
ENSBTAG00000012490	A0AAA9S6N5	
ENSBTAG00000002779	A0AAF7AAV2	
ENSBTAG00000012490	A0AAA9TXR4	
ENSBTAG00000023648	F1MHV9	
ENSBTAG00000002779	A0AAA9SMV2	Q5EA06
ENSBTAG00000018969		Q32L22
ENSBTAG00000012541	A0A3Q1N262	
ENSBTAG00000015450	A0AAA9SCS5	
ENSBTAG00000037826	F1MCE4	
ENSBTAG00000018969		
ENSBTAG00000012490	F1MWR3	
ENSBTAG00000001961	A0A3Q1MTY6	
ENSBTAG00000015450	E1BGL3	
ENSBTAG00000037826	A7E328	
ENSBTAG00000012490	A0AAA9TEF1	
ENSBTAG00000054459	A0A3Q1MXC8	
ENSBTAG00000015450	A0AAA9T4F8	
ENSBTAG00000043969	A0AAA9TM69	
ENSBTAG00000018967	Q0VC12	
ENSBTAG00000054459	A0AAA9SAR4	
ENSBTAG00000015450	A0AAA9SVW4	
ENSBTAG00000053949	F1MCE4	
ENSBTAG00000019506	A0A452DIY7	
ENSBTAG00000045579	Q3T023	
ENSBTAG00000020318	A0A3Q1M8P2	
ENSBTAG00000053949	A7E328	
ENSBTAG00000012775		Q8WNR4
ENSBTAG00000012219	F1MY84	
ENSBTAG00000020318	A0AAA9TLF0	
ENSBTAG00000053736	A0A3Q1LMV7	
ENSBTAG00000020981	A0A3Q1LXJ1	
ENSBTAG00000012206	E1BHK6	
ENSBTAG00000018970	F1MUF1	
ENSBTAG00000020318		A6H7B4
ENSBTAG00000020981		Q3ZC24
ENSBTAG00000012206	A0AAA9TQM2	
ENSBTAG00000026796	A0A3Q1MMX1	
ENSBTAG00000020318	A0AAA9S9P0	
ENSBTAG00000018970	A0A3Q1ME79	
ENSBTAG00000066534	A0A3Q1N943	
ENSBTAG00000020318	A0A3Q1MJ98	
ENSBTAG00000069591	A0AAA9TN79	
ENSBTAG00000026796	E1BI74	
ENSBTAG00000011743	F1MF35	
ENSBTAG00000053636	A0A3Q1MCR1	
ENSBTAG00000024593		Q32L17
ENSBTAG00000007096	F1MYR3	
ENSBTAG00000005034	A0AAA9SZV2	
ENSBTAG00000006405	A0AAA9TTL4	
ENSBTAG00000006015	F1MZ79	
ENSBTAG00000021293	A0AAF7AEI7	
ENSBTAG00000007096		
ENSBTAG00000005034	A0AAA9T3U5	
ENSBTAG00000021293	A0AAA9TXL0	
ENSBTAG00000016298	E1BMF1	
ENSBTAG00000021293		Q2TBK8
ENSBTAG00000006405	E1BL90	
ENSBTAG00000055124	A0A3Q1MKT2	
ENSBTAG00000055124	A0AAA9S0F7	
ENSBTAG00000006016	A4FV53	
ENSBTAG00000006016	A0A3Q1MQ94	
ENSBTAG00000019872	F1N3M4	
ENSBTAG00000005034	F1MQD1	
ENSBTAG00000006016	A0AAA9RW08	
ENSBTAG00000012789	F1MWF5	
ENSBTAG00000019872	A0AAA9TQR3	
ENSBTAG00000015968	A0AAF6Z216	
ENSBTAG00000019872	A0A3Q1LYW8	
ENSBTAG00000005034		
ENSBTAG00000012789	A0AAA9T6R0	
ENSBTAG00000019872	A0AAA9U1T5	
ENSBTAG00000006410	A0AAA9SNN1	
ENSBTAG00000015968	A0AAF7AGT4	
ENSBTAG00000012789	A0A3Q1N9F5	
ENSBTAG00000019872	A0A3Q1M535	
ENSBTAG00000015968	A0AAF7AST6	
ENSBTAG00000006410	A0AAA9SXD0	
ENSBTAG00000015968	A0A3Q1LS82	
ENSBTAG00000071676		
ENSBTAG00000012789	A0AAA9TTK4	
ENSBTAG00000015968	A0A3Q1MX65	
ENSBTAG00000009548	A0AAA9T3C0	
ENSBTAG00000009548	A0A3S5ZPT8	
ENSBTAG00000006410	Q58D67	
ENSBTAG00000021291	F1MYL3	
ENSBTAG00000009548	A0AAA9SAR3	
ENSBTAG00000043991	A0AAA9S8E8	
ENSBTAG00000019938	A0A3Q1ME40	
ENSBTAG00000009548	A0AAA9T063	
ENSBTAG00000003955	F1MHG0	
ENSBTAG00000021291	A0A3Q1MC55	
ENSBTAG00000043991	E1BP10	
ENSBTAG00000009548		Q2KIU7
ENSBTAG00000021291	A0AAA9T9A9	
ENSBTAG00000006410	Q3ZC02	
ENSBTAG00000021291	A0AAA9RWV0	
ENSBTAG00000003955	A0A3Q1NH95	
ENSBTAG00000009548		
ENSBTAG00000021291	A0AAA9RXS5	
ENSBTAG00000003955	A0A3Q1LG56	
ENSBTAG00000021291	A0AAA9U2B8	
ENSBTAG00000014370	F1N590	
ENSBTAG00000025571	F1MJC2	
ENSBTAG00000014370	A0A3Q1MQ17	
ENSBTAG00000014453		Q2TA25
ENSBTAG00000025571	A0AAA9TJD2	
ENSBTAG00000014370	A0AAA9S4N0	
ENSBTAG00000014453	A0A3Q1LFD8	
ENSBTAG00000009086	A0AAA9SCS9	
ENSBTAG00000005106	A0AAA9SBB6	
ENSBTAG00000025571	A0AAA9S1F2	
ENSBTAG00000005106	A0AAA9S158	
ENSBTAG00000009086	A0JNB6	
ENSBTAG00000056826	A0AAA9SDY5	
ENSBTAG00000017097		Q0VCS0
ENSBTAG00000017097	A0A3Q1M476	
ENSBTAG00000014456	E1B8J7	
ENSBTAG00000004805	Q2TBX9	
ENSBTAG00000002170	F1MBI6	
ENSBTAG00000014456	A0A3Q1MAF4	
ENSBTAG00000005888	F1MHX8	
ENSBTAG00000005106		Q5E9T6
ENSBTAG00000002170	A0AAA9RUX3	
ENSBTAG00000005106	A0AAA9SJN3	
ENSBTAG00000008718	A0AAA9S7R2	
ENSBTAG00000052449	E1BIP7	
ENSBTAG00000004806	A0A3Q1MEK8	
ENSBTAG00000015118	A0A3Q1LIU0	
ENSBTAG00000008718	E1B9U7	
ENSBTAG00000050871	E1B8U1	
ENSBTAG00000015118	A0A3Q1M7Z1	
ENSBTAG00000004806		
ENSBTAG00000001602		
ENSBTAG00000015118	A5PJT4	
ENSBTAG00000001602	A0A3S5ZPL1	
ENSBTAG00000006934	A3KMX9	
ENSBTAG00000021855	F1MHG6	
ENSBTAG00000004806		
ENSBTAG00000017617	A0AAA9S134	
ENSBTAG00000019759	A0AAF6Z6W2	
ENSBTAG00000017617	F1MZZ1	
ENSBTAG00000021855	A0A3Q1N7W6	
ENSBTAG00000050353	A0A3Q1MEU3	
ENSBTAG00000053750	A0A3Q1N5K2	
ENSBTAG00000019530	A0AAF6Z716	
ENSBTAG00000021855	A0A3Q1MUE0	
ENSBTAG00000056468	E1BLE0	
ENSBTAG00000061631	A0A3Q1MQX8	
ENSBTAG00000011684	A0AAA9SJ12	
ENSBTAG00000020595	A0AAA9TTM2	
ENSBTAG00000002176	A0A3Q1MQS1	
ENSBTAG00000027126	E1BGW1	
ENSBTAG00000002176	F1MUB2	
ENSBTAG00000002493		Q2HJG5
ENSBTAG00000002176	A0A3Q1MK45	
ENSBTAG00000020595	A7MB65	
ENSBTAG00000011684	E1BKQ2	
ENSBTAG00000027126	A0A3S5ZPG9	
ENSBTAG00000011684	A0A3Q1N1R3	
ENSBTAG00000057484	A0AAA9TMF5	
ENSBTAG00000001872		Q2HJF3
ENSBTAG00000019759	A0AAA9SHK7	
ENSBTAG00000011126	A0AAA9SJA2	
ENSBTAG00000010309	F1MI29	
ENSBTAG00000021858		A7MBD8
ENSBTAG00000057484	A0AAA9T489	
ENSBTAG00000023146	E1BG77	
ENSBTAG00000011126		A2VDV2
ENSBTAG00000019759	A0AAA9T682	
ENSBTAG00000001872	A0AAA9S2U9	
ENSBTAG00000011549	E1BMQ7	
ENSBTAG00000011126	A0AAA9S1V5	
ENSBTAG00000019759	A0AAA9TSW7	
ENSBTAG00000007348	A0AAA9THG7	
ENSBTAG00000003503	A0AAA9S3B3	
ENSBTAG00000004219	F1MSX2	
ENSBTAG00000010763	A0AAA9SWP7	
ENSBTAG00000007348	A0AAA9SJ91	
ENSBTAG00000004219	A0AAA9STC1	
ENSBTAG00000010763	E1BAA9	
ENSBTAG00000003503	A0AAF6YKZ5	
ENSBTAG00000007348	F1N4Q6	
ENSBTAG00000002083	A0A3Q1MDX4	
ENSBTAG00000019759	A0AAA9U0H2	
ENSBTAG00000063649	A0AAA9T833	
ENSBTAG00000003503	A0AAA9TX05	
ENSBTAG00000004219	F1MSX2	
ENSBTAG00000008989	A0AAA9T0D0	
ENSBTAG00000007348	A0AAA9T165	
ENSBTAG00000004219	F1MSX2	
ENSBTAG00000045507	A0AAA9SMI1	
ENSBTAG00000007348	A0A3Q1M0A7	
ENSBTAG00000045507	A0AAA9SMI1	
ENSBTAG00000002083	A0A3Q1LQL9	
ENSBTAG00000007348	A0A3Q1MJ64	
ENSBTAG00000008989	A0A3Q1LNT2	
ENSBTAG00000015766	G3MWI7	
ENSBTAG00000008989		Q08DP2
ENSBTAG00000002083	A0AAA9SD94	
ENSBTAG00000009383	E1BF29	
ENSBTAG00000073981		Q3SZR8
ENSBTAG00000015766	A0AAA9T654	
ENSBTAG00000009523	A7MB44	
ENSBTAG00000014167	A0A3Q1LKU8	
ENSBTAG00000007348	A0A3Q1LNE5	
ENSBTAG00000002083	E1BPK9	
ENSBTAG00000040445	A0A3Q1LXN6	
ENSBTAG00000017971	E1BDP0	
ENSBTAG00000009383	A0AAA9SWZ9	
ENSBTAG00000009523	A0A3Q1NA14	
ENSBTAG00000008721	Q0VC64	
ENSBTAG00000015766	F1N6T0	
ENSBTAG00000014167	A0AAA9TIQ8	
ENSBTAG00000014167	A0AAA9TUI1	
ENSBTAG00000006024		A4IFA6
ENSBTAG00000014167	A0AAA9TXW8	
ENSBTAG00000010105	A0A3Q1MI61	
ENSBTAG00000020921	A0AAF6Z8W8	
ENSBTAG00000006024		A4IFA6
ENSBTAG00000000527	A0A3Q1M7Y9	
ENSBTAG00000011530	A0A3Q1MB78	
ENSBTAG00000040445	E1BBM9	
ENSBTAG00000075484	A0AAA9RUS0	
ENSBTAG00000058219	A0AAA9T8A0	
ENSBTAG00000010105	Q32P64	
ENSBTAG00000010105	F6QHK5	
ENSBTAG00000011530	A0AAA9TDX4	
ENSBTAG00000000527	A6QLV5	
ENSBTAG00000011761	A0AAA9TMG7	
ENSBTAG00000014167	A0A3Q1M939	
ENSBTAG00000014167	F1MM46	
ENSBTAG00000020921	A0A3Q1MGP0	P05126
ENSBTAG00000075484	A0AAA9U0J4	
ENSBTAG00000058219	A0AAA9TPH0	
ENSBTAG00000014167	A0A3Q1MYC8	
ENSBTAG00000020921		P05126
ENSBTAG00000000527	A0AAA9TEN9	
ENSBTAG00000011761	A0AAA9SKW4	
ENSBTAG00000040427	A0AAA9TBF7	
ENSBTAG00000075484	F1MYF2	
ENSBTAG00000011113	A0A3Q1M4G0	
ENSBTAG00000011533	F6RTS6	
ENSBTAG00000075484	A0AAA9TAC7	
ENSBTAG00000040427	A0AAA9TJ64	
ENSBTAG00000040134	E1BAD2	
ENSBTAG00000000527	A0AAA9SZR9	
ENSBTAG00000011761	A0A3Q1N1B3	
ENSBTAG00000027676	E1BI67	
ENSBTAG00000060935	A0A3Q1LTB8	
ENSBTAG00000019567	E1BBE5	
ENSBTAG00000040427	A0AAA9TZW2	
ENSBTAG00000011761	F1MDE1	
ENSBTAG00000040427	A0AAA9SJ34	
ENSBTAG00000063831	E1BKY6	
ENSBTAG00000019567	A0A3Q1M1Z6	
ENSBTAG00000040427	A0A3Q1MX32	
ENSBTAG00000040427	F1MGB9	
ENSBTAG00000010057	F1MTF4	
ENSBTAG00000006126	E1BNY8	
ENSBTAG00000000529	F1MS09	
ENSBTAG00000018449		
ENSBTAG00000047225	G3N2G5	
ENSBTAG00000000529	A0AAA9SMI7	
ENSBTAG00000018449	F1N7I5	
ENSBTAG00000047225	G3N1U6	
ENSBTAG00000000529	A0A3Q1NMD3	
ENSBTAG00000018449		
ENSBTAG00000000529	A0AAA9T0V5	
ENSBTAG00000006129	A0A3Q1LVD8	
ENSBTAG00000047225	G3MWW3	
ENSBTAG00000018449		
ENSBTAG00000006129	A0A3Q1N888	
ENSBTAG00000006129	A0A3Q1N7R7	
ENSBTAG00000015779	A0AAA9S7X7	
ENSBTAG00000012703	A4FUZ1	
ENSBTAG00000015779	A0AAA9TPU2	
ENSBTAG00000017964	A0AAF6Z4K8	
ENSBTAG00000006129	F1MPV6	
ENSBTAG00000015779	F6R1H3	
ENSBTAG00000015779	A0A3Q1M8R6	
ENSBTAG00000006129	A0A3Q1M2E3	
ENSBTAG00000017964		Q5EAD8
ENSBTAG00000015779	A0AAA9TMH3	
ENSBTAG00000006129	A0AAA9SX73	
ENSBTAG00000017964	A0AAA9TFX8	
ENSBTAG00000009408	A0AAA9TH00	
ENSBTAG00000017964	A0AAA9RWX0	
ENSBTAG00000008993	E1BG98	
ENSBTAG00000015772	E1BAV3	
ENSBTAG00000001404		
ENSBTAG00000009408	G1K1H0	
ENSBTAG00000008993	A0A3Q1M1H5	
ENSBTAG00000014605	A0AAA9TFW8	
ENSBTAG00000001404		Q0VD05
ENSBTAG00000054951	A0A3Q1LR79	
ENSBTAG00000014605	A0A3Q1LNJ9	
ENSBTAG00000015772	A0AAA9SVK9	
ENSBTAG00000032140	F1MX36	
ENSBTAG00000003001	A0A3Q1LJE8	
ENSBTAG00000014605	A0AAA9RSN5	
ENSBTAG00000054951	E1BLA4	
ENSBTAG00000015772	A0AAA9RRQ5	
ENSBTAG00000003001	A0AAA9TU68	
ENSBTAG00000033312	F1MKL5	
ENSBTAG00000015772	A0AAA9TV52	
ENSBTAG00000014605	A0AAA9TA88	
ENSBTAG00000003001	A0AAA9SIS0	
ENSBTAG00000032140	A0AAA9TDL1	
ENSBTAG00000015955	F6QNX4	
ENSBTAG00000003001	A0AAF6YKB2	
ENSBTAG00000015955	A0AAA9T3D4	
ENSBTAG00000003001	A0AAA9SVU3	
ENSBTAG00000015955	A0AAA9RZC4	
ENSBTAG00000017420		
ENSBTAG00000014605	F1MQT2	
ENSBTAG00000014650	A0AAA9T8E7	
ENSBTAG00000015955	A0AAA9TMY7	
ENSBTAG00000016984	A0A3Q1M7S0	
ENSBTAG00000014650	F6QF17	
ENSBTAG00000003000	F1MCR3	
ENSBTAG00000014605	A0AAF7AMH2	
ENSBTAG00000003000	A0AAA9RUP6	
ENSBTAG00000016984	F1N6W1	
ENSBTAG00000017420		Q0VD35
ENSBTAG00000021249	A0AAA9TMJ4	
ENSBTAG00000017420	A0AAF7A4L2	
ENSBTAG00000020294	F6RY99	
ENSBTAG00000009985	F1MTR3	
ENSBTAG00000002999	A0AAF6YKM2	
ENSBTAG00000002999	A0A3Q1LW89	
ENSBTAG00000014063	E1B9R5	
ENSBTAG00000018966	A0A3Q1NG43	
ENSBTAG00000020294	A0A3Q1M739	
ENSBTAG00000067849	A0AAA9TZD4	
ENSBTAG00000021249	F1MZ60	
ENSBTAG00000021007	A0A3Q1MRP4	
ENSBTAG00000018966	F1MTE8	
ENSBTAG00000021007	E1BJL8	
ENSBTAG00000070069	A0AAA9TH86	
ENSBTAG00000032887	A0A3Q1LP47	
ENSBTAG00000027684	A0A452DIZ3	
ENSBTAG00000007368	F1MWT0	
ENSBTAG00000018828	F1MVN0	
ENSBTAG00000032887	A0AAA9SE07	
ENSBTAG00000014653	A0AAA9TSE5	
ENSBTAG00000027684	Q0VCN9	
ENSBTAG00000018828	A0AAA9T8H9	
ENSBTAG00000007368	A0AAA9SBZ2	
ENSBTAG00000032887	A0A3Q1MAP1	
ENSBTAG00000011368	F1MP56	
ENSBTAG00000007368	A0AAA9T5J4	
ENSBTAG00000053346	Q17QZ2	
ENSBTAG00000032887	A0AAA9SGY5	
ENSBTAG00000004830	F1MJ60	
ENSBTAG00000011368	A0A3Q1NA56	
ENSBTAG00000014653		Q08DX7
ENSBTAG00000032887	A0AAF6DLY3	
ENSBTAG00000053346	A0A3Q1MJT8	
ENSBTAG00000004830	A0A3Q1LPW9	
ENSBTAG00000019167	E1BBJ7	
ENSBTAG00000014653	A0AAA9TFW0	
ENSBTAG00000053346	Q17QZ2	
ENSBTAG00000032887	A0A3Q1MIA7	
ENSBTAG00000019167	A0AAA9U025	
ENSBTAG00000053346	A0A3Q1LTF5	
ENSBTAG00000032887	A0AAA9U0R3	
ENSBTAG00000007365	A0AAF6DLE7	
ENSBTAG00000009693	A0A3Q1MHW6	
ENSBTAG00000020602	F1N7C5	
ENSBTAG00000053346	A0AAA9SWJ4	
ENSBTAG00000007365	F1MGF3	
ENSBTAG00000019168	F1MIH1	
ENSBTAG00000014831	A0AAA9TEI0	
ENSBTAG00000005725	E1BPE1	
ENSBTAG00000004104	A0A3Q1LXS0	
ENSBTAG00000009441	A0AAA9T7M3	
ENSBTAG00000005725		
ENSBTAG00000004104	A0A3Q1LZS1	
ENSBTAG00000014831		Q0VCR4
ENSBTAG00000021306	A0A3Q1MAQ2	
ENSBTAG00000033381	F1MIL7	
ENSBTAG00000009441	A0AAA9RXX2	
ENSBTAG00000021306	Q2KJ20	
ENSBTAG00000014831	A0AAA9TEI0	
ENSBTAG00000009441	E1BCZ2	
ENSBTAG00000033304		Q5E969
ENSBTAG00000004104	A0AAA9T4W5	
ENSBTAG00000011274	A6QR19	
ENSBTAG00000011274	A0AAF6DMH6	
ENSBTAG00000033304		Q5E969
ENSBTAG00000004104	A0A3Q1MKY5	
ENSBTAG00000009441	A0AAA9SUX1	
ENSBTAG00000011274	A0AAA9S2P0	
ENSBTAG00000004104	A0AAA9SSV4	
ENSBTAG00000011274	A0AAA9T0Q3	
ENSBTAG00000016446	A0AAA9TR28	
ENSBTAG00000025617	A2VE06	
ENSBTAG00000016446	A0AAF6Z2K1	
ENSBTAG00000009279	A0A3Q1MAJ7	
ENSBTAG00000011274	A0AAA9TG96	
ENSBTAG00000025617	A2VE06	
ENSBTAG00000032122	F1N586	
ENSBTAG00000009279	E1BMY0	
ENSBTAG00000017981	A0A3Q1MQZ8	
ENSBTAG00000011273	F1N124	
ENSBTAG00000009279	A0A3Q1M230	
ENSBTAG00000000886	A0AAA9TP58	
ENSBTAG00000017981	A0A452DJP2	
ENSBTAG00000010244	A0AAA9RWK0	
ENSBTAG00000027654	A0AAA9TK13	
ENSBTAG00000046701	G3N174	
ENSBTAG00000019782	A0A452DIX3	
ENSBTAG00000007346	A0A3Q1LX65	
ENSBTAG00000046701	G3N174	
ENSBTAG00000006542	A0AAA9TVK2	
ENSBTAG00000010244	A0AAA9TJI7	
ENSBTAG00000027654		Q0P5A7
ENSBTAG00000019780	A0AAA9RTK5	
ENSBTAG00000006542		A4FUG8
ENSBTAG00000002655	A0AAA9T0B1	
ENSBTAG00000006542	A0AAA9SE84	
ENSBTAG00000006542	A0AAA9TW77	
ENSBTAG00000002655		Q2TBH8
ENSBTAG00000010442	A0A3Q1LU79	
ENSBTAG00000019780	F1N3P2	
ENSBTAG00000010442	A0AAA9TJP9	
ENSBTAG00000020796	A0AAA9T931	
ENSBTAG00000010244	A0A3Q1MD28	
ENSBTAG00000010442	E1BCR9	
ENSBTAG00000006542	A0AAA9S8K6	
ENSBTAG00000020796	A0AAF6ZK77	
ENSBTAG00000007346	A0AAF6ZAI7	
ENSBTAG00000019777	A0AAF6DLE8	
ENSBTAG00000010244	A0AAA9TCR9	
ENSBTAG00000007346	A0A3Q1MI87	
ENSBTAG00000010244	A0AAA9TMU0	
ENSBTAG00000019777	A0AAA9TC61	
ENSBTAG00000007346	A0AAF6YQR0	
ENSBTAG00000003634	A0AAA9SCT9	
ENSBTAG00000019777	Q3T0V6	
ENSBTAG00000019777	A0A3Q1MIL2	
ENSBTAG00000019777	A0AAA9S5E3	
ENSBTAG00000010244	A0AAA9S8K9	
ENSBTAG00000003634		Q3ZBU2
ENSBTAG00000027118	C6KH61	
ENSBTAG00000027118	A0A3S5ZP59	
ENSBTAG00000003634	A0AAA9SPV1	
ENSBTAG00000005708	E1BAT8	
ENSBTAG00000003634	A0AAA9TSD4	
ENSBTAG00000010244	F1MIH4	
ENSBTAG00000007346	A0AAA9SVY0	
ENSBTAG00000020485	A0A3Q1LPK1	
ENSBTAG00000021021	A0AAA9SME3	
ENSBTAG00000027625	A0AAF6ZDH4	
ENSBTAG00000005708	A0AAA9SJB4	
ENSBTAG00000006541		Q0VCY0
ENSBTAG00000021021	E1BCK2	
ENSBTAG00000020485	A0A452DJU4	
ENSBTAG00000008353	A0AAA9S8H6	
ENSBTAG00000011197	A0AAA9RX49	
ENSBTAG00000011197	F1N1W2	
ENSBTAG00000006541	A0AAA9SEQ7	
ENSBTAG00000016043	A0A3Q1NGS8	
ENSBTAG00000058145	A0AAA9TRL7	
ENSBTAG00000003499		A2VDP5
ENSBTAG00000020485	A0AAF6ZFE3	
ENSBTAG00000014089	F6QXD2	
ENSBTAG00000007049		O02659
ENSBTAG00000016043	E1BB14	
ENSBTAG00000000978	A0AAA9SRP0	
ENSBTAG00000014089	A0AAA9S176	
ENSBTAG00000020895	G1K200	
ENSBTAG00000020485	A0AAA9T2A2	
ENSBTAG00000050445	A0A3Q1LPG3	
ENSBTAG00000019219	F1MJV1	
ENSBTAG00000054881	A0A3Q1NF84	
ENSBTAG00000016043	A0AAA9ST18	
ENSBTAG00000000978	E1BEP4	
